project_id,uid,project_name,abstract,conclusion,achievement,certificate,certificate_level,create_at
316,357,我国食品产业链安全风险防控的制度成本降低路径的研究,研究我国食品企业与食品行业生产过程中存的安全隐患与风险，运用统计方法构建模型，寻求降低风险防范成本的方法与途径，为食品企业降低自身食品安全风险与监管部门科学监管提供建议。,项目仍未结项。,目前已经通过数学统计方法构建食品企业信用评价体系的论文一篇，正在投稿中。,,国家级,2019/9/18 3:35
317,463,基于生态民生视角的尾矿库周边居民现实困境与对策研究,从尾矿库周边环境与居民生活状况两方面出发，选取湖南省有代表性的八座尾矿库展开历时9个月的调研，考察当地生居民的面临的困境，根据所得的结果结合相关政策文献，探讨生态民生对策。,尾矿库与居民沟通不到位，居民维权意识薄弱且不信任当地政府。,“挑战杯”全国大学生课外学术科技作品竞赛湖南省三等奖,public/img/stu/463/project/463_78ee437d.jpeg,省市级,2019/9/18 3:36
318,463,农村环境综合治理背景下农业企业土地利用行为调查,本研究基于田野调查法对湖南省农业企业进行实地调研，结合PSR模型对土地进行生态安全分析，为农业企业的未来发展和土地的可持续发展提供建设性意见。,2019年8月在湖南衡阳、长沙等地展开调研，目前仍在研究阶段。,大学生创新创业训练计划项目国家级立项（主持人）,public/img/stu/463/project/463_c650e05f.png,国家级,2019/9/18 3:42
319,304,2017年暑期大学生社会实践活动,联系毕业校友，开展一次访谈活动。,对今后的学习、职业规划指明方向。,开展面对面访谈，并提交一份详细的校友访谈报告。,public/img/stu/304/project/304_1c44ad74.jpeg,其他,2019/9/18 3:43
320,357,冬奥会对张家口市经济高质量发展的影响分析及对策研究,通过走访张家口市崇礼县、统计局等地，实地调研张家口市2022冬奥会申请成功的影响与作用。研究申奥成功对张家口市经济发展、产业转型的深层影响。,申奥成功使张家口市经济增速提高，投资与服务业发展迅速，但仍有问题,调研报告一份获得2018年河北省“调研河北”大学生社会调查活动省级二等奖与2019年“挑战杯”全国大学生课外学术科技作品竞赛校级三等奖,public/img/stu/357/project/357_24319d03.png,其他,2019/9/18 3:50
321,467,户外运动场多功能便利储物柜,户外运动场多功能储物柜，是一种集太阳能发电、可拆卸式单元储物柜、自动售卖机、坐憩设施及广告位于一体的服务型户外运动设施，其技术设计在现有的室内储物柜上得到了创新且有实际价值意义，解决户外运动者物品存放的问题，给人们带来方便安全的储物空间。,本次设计的目的就在于提供一种解决上述问题，适合户外使用、方便安装,国家实用新型专利一项全国大学生创新创业训练计划省级项目,public/img/stu/467/project/467_d3bdc0d6.jpeg,省市级,2019/9/18 3:50
322,468,大学生科学研究与创业行动计划,本项目的实施充分的调查了当前在线教育行业的现状以及有关问题，并提出了明确的对策建议，同时也研究了在线教育模式对与大学教育的影响，论证了在线教育与传统教育模式融合的必要性，具有较好的社会效益。,在线教育对未来教育市场的格局影响较大，可能会变革未来教。,共发表两篇论文，《在线教育模式对大学教育的影响》和《大学生在线教育市场发展现状及建议》,,省市级,2019/9/18 3:50
323,462,针对拖延症的劝导式交互产品设计研究,针对当代年轻人的做事拖延习惯，进行劝导式交互产品设计研究。从认知，行为，情绪三个层面，以及用户多感知通道出发，探究交互方式如何调节用户行为。从易用性、好用性等方面进行针对拖延症的可用性和用户体验评价。,应从情感化设计与大学生心理的角度出发对拖延症行为进行有效疏导。,发表文章名称：《针对大学生拖延症的劝导式交互产品设计研究》杂志名称：《设计》（国内统一刊号为：CN11-5127/TB、国际标准刊号为：ISSN1003-0069） 2019 年第 8月录用。,public/img/stu/462/project/462_d6b51f53.jpeg,其他,2019/9/18 3:53
324,364,浅谈数字绘画技术对二维动画制作的影响,该论文分别从数字绘画技术的应用对二维动画制作产生的优势、数字绘画技术在二维动画制作中的具体应用等三方面进行了论述。,利用数字绘画技术，我们可以更佳高效的进行动画创作。,2018年8月 在《大众文艺》上发表文章《浅谈数字绘画技术对二维动画制作的影响》,public/img/stu/364/project/364_410e9049.png,省市级,2019/9/18 4:06
325,364,探讨当前研究媒体的大学生使用社交网络的利弊,该论文从三个方面论述了当今大学生使用社交媒体的优缺点。,社交媒体既有优点也有缺点，但是它是人们生活中的一部分。,2019年5月 在《速读》上发表文章《探讨当前研究媒体的大学生使用社交网络的利弊》,public/img/stu/364/project/364_20efe352.png,省市级,2019/9/18 4:07
326,208,椭圆规、旋转手柄雨伞,以生活中的问题为灵感，提出解决方法,最终能方便人的生活,入围红点奖初审,public/img/stu/208/project/208_1f197bb8.jpeg,国家级,2019/9/18 4:31
328,298,2018大学生创新训练项目,“基于大数据技术的失能失智老人医养结合养老模式调研——以河北省为例”（第二负责人）,大数据医养结合养老模式有其机遇，我们分析了其存在问题并提出解决方,省级良好结项。,public/img/stu/298/project/298_e1289d22.jpeg,省市级,2019/9/18 4:36
330,298,2019大学生创新训练项目,“乡村振兴背景下‘空心村’失能老人长期照护问题及对策研究——以河北省为例”（第三负责人）,提出相关北京吸血啊时能老人长期照护问题及对策。,省级立项。,public/img/stu/298/project/298_442f53ca.png,省市级,2019/9/18 4:39
331,435,《传统金银器装饰图案的整理与设计应用》,项目选择具有代表性的金银器进行图像整理，从形式、色彩、审美等方面展开记录和研究，梳理金银器造型的源流之变及装饰特征，建立资料库，并结合现代设计理念，完成对金银器装饰的创新转化设计，认知传统审美观念影响下的器物文化，汲取和传承“工匠精神”。,1、从工艺美术史的角度理清了发展规律。2、完成相关成果的整理,1、中国工艺美术史典型金银器专项学习资料库2、金银器装饰图案衍生的创新设计作品六件套3、项目研究报告,public/img/stu/435/project/435_500d2667.jpeg,其他,2019/9/18 4:43
332,298,2018年河北省大学生“调研河北”社会调查活动,省级课题“社区车位共享经济模式可行性探究——以保定市为例”。（第一负责人）,以保定市区小区为例，提出社区共享经济模式存在问题及解决方法,省级一等奖,public/img/stu/298/project/298_ab334c11.jpeg,省市级,2019/9/18 4:52
333,298,2018年河北省大学生“调研河北”,负责省级课题“河北省网络文学产业化现状及前景分析”。（主要负责人）,河北网络文学产业化现状形势严峻，需要去形成多方合力。,省级二等奖。,public/img/stu/298/project/298_872fecd2.jpeg,省市级,2019/9/18 4:58
334,298,2019年“挑战杯”课外学术科技作品竞赛,京津冀城市高龄老人长期照护问题研究》,基于logit模型分析了城市高龄老人长期照护存在问题，提出展望。,校级三等奖。,public/img/stu/298/project/298_bd0b03da.jpeg,其他,2019/9/18 5:00
335,446,三角梅四个品种离体组培快繁技术比较研究,研究以四个三角梅品种为试材，筛选适宜的消毒方法和诱导增殖培养基，以期建立一套高效、稳定的组培快繁体系，从而实现 通 过组培技术大规模繁殖珍稀、优良三角梅品种,获得四个三角梅品种离体繁殖技术外植体的适宜消毒方法和诱导配方,此项目是本人的毕业设计，于2018年9月开始，预期于2019年11月结束,,其他,2019/9/18 5:04
336,446,不同栽培方式下血叶兰营养价值的比较分析,评价三种不同栽培方式对血叶兰植株（叶片和假鳞茎）营养价值的差异。采用隶属函数数值法和氨基酸营养价值评分对血叶兰叶片和假鳞茎的基本营养成分、维生素C和氨基酸等指标进行评价。,野生植株叶片基本营养价值最高，栽培血叶兰的总氨基酸含量最高, 第九届“挑战杯”海南省大学生课外学术科技作品竞赛 三等奖,public/img/stu/446/project/446_1cec0b48.jpeg,省市级,2019/9/18 5:07
337,208,椭圆规,申请外观专利,最终能方便人的生活,收到专利申请受理书，仍在审核过程中,public/img/stu/208/project/208_bd2df5e2.jpeg,其他,2019/9/18 5:09
338,208,婴儿床,申请外观专利,最终能方便人的生活,收到专利申请受理书，仍在审核过程中,public/img/stu/208/project/208_c51a086b.jpeg,其他,2019/9/18 5:10
340,480,环境污染程度与公共道德水平的相关性研究以内蒙古为例,该项目主要探究环境污染程度和公共道德水平的相关性关系。该项目主要从两个方面研究，一是探究二者互相作用的内在机制，二是寻找合适的模型，检验二者的关系。,预期环境污染程度与公共道德水平呈负相关关系。,项目在进行阶段，暂无项目成果。,,其他,2019/9/18 5:18
341,319,数字游戏研究国际会议上发表长摘要,数字游戏研究国际会议上发表长摘要《A Serious Game Integrates Immersive Game Experience and AIDS Intervention》,严肃目的游戏化研究取得阶段性进展,数字游戏研究国际会议上发表长摘要《A Serious Game Integrates Immersive Game Experience and AIDS Intervention》制作HIV游戏demo,,其他,2019/9/18 5:26
343,475,彝族大学生自我肯定对民族刻板印象威胁的抵御作用,本研究将整合民族刻板印象威胁和自我肯定的理论与研究范式，以西南地区的彝族大学生为研究对象，探讨彝族自我肯定抵御民族刻板印象威胁的作用，以期丰富我国民族心理研究及自我肯定本土化研究的同时，能够对少数民族大学生压力源的应对产生一定作用。进而更好地促进他们的,彝族大学生的个体肯定与家支肯定能降低民族刻板印象威胁对认知能力带,自我肯定对民族刻板印象威胁具有抵御作用，可以成为彝族大学生抵御威胁的有效方法,,其他,2019/9/18 5:28
344,319,《浅谈克里斯托弗诺兰的叙事艺术》,论文《浅谈克里斯托弗诺兰的叙事艺术》收到大众文艺刊用通知,对诺兰的叙事艺术有了充分认知,论文《浅谈克里斯托弗诺兰的叙事艺术》收到大众文艺刊用通知,public/img/stu/319/project/319_f1d9586f.jpeg,其他,2019/9/18 5:29
345,319,建立gameuser网站翻译外国游戏设计理论,建立gameuser网站翻译外国游戏设计理论,学习吸收别国优秀游戏理论,建立gameuser网站翻译外国游戏设计理论,public/img/stu/319/project/319_0ad0e4a3.png,其他,2019/9/18 5:30
346,283,呼和浩特居民节能减排行为及潜力社会调查,对呼和浩特居民目前的碳排放行为和数量进行问卷调查，测算呼和浩特居民的碳排放量，根据《全民节能减排潜力量化指标》，对实施节能减排后的呼和浩特居民节能减排情况作对比研究，挖掘其节能减排的潜力。,目前项目处于中期阶段，尚未结题,参加了校级大学生创新实验计划项目,public/img/stu/283/project/283_45797f38.jpeg,其他,2019/9/18 5:32
349,283,防爆壶塞,防止暖壶爆裂的一种新型壶塞,可以缓解暖壶爆裂,发表实用新型专利,public/img/stu/283/project/283_780150b0.jpeg,其他,2019/9/18 5:41
352,220,课程论文,在《品牌管理》课程中，老师让我们研究某一品牌并撰写论文。,我研究了Kindle这个品牌并写了论文获得了老师的肯定。,论文《Kindle电子书阅读器在华的品牌策略》已被《国际品牌观察》接收，将于10月见刊。,public/img/stu/220/project/220_a66d8d00.jpeg,其他,2019/9/18 5:54
354,487,内蒙古大兴安岭主要乔灌树种理化性质及抗火性研究,根据内蒙古大兴安岭毕拉河林业局森林火灾和造林树种组成的特点，选取当地5种典型乔木：山杨、兴安落叶松、黑桦、白桦、蒙古栎的树干、树皮、树枝和3种典型灌木：平榛、兴安杜鹃、二色胡枝子的枝条作为研究对象，筛选强抗火性树种为内蒙古大兴安岭毕拉河林业局防火树种的选择,蒙古栎、兴安落叶松、二色胡枝子可以作为防火树种。,被西南林业大学期刊接收,public/img/stu/487/project/487_c91c2afa.png,国家级,2019/9/18 6:00
356,392,江苏省古树名木时空分布与文化价值研究,江苏省高等学校大学生实践创新训练计划（SRT计划）。从时空分布和文化价值相关性的角度来研究江苏省古树名木，实地调查南京、苏州、扬州等地的古树名木现状，考察其生长情况，记录其分布位置周边环境的文化历史特征，针对不同人群发放树木文化调查问卷并进行交叉分析得出报告,古树名木分布与文化有一定关联。不同地区、不同人群树木意识存在差异,以第二作者的身份在期刊《江苏农业科学》公开发表题为《江苏省文化树种认知情况及园林应用》的学术论文。,public/img/stu/392/project/392_6b952f0e.png,省市级,2019/9/18 6:05
357,490,河南省黄河滩区脱贫攻坚模式研究,调查农户的基本情况、搬迁的意愿、想法及要求等进行全面的问卷调研,获取到了详实、精准的第一手资料,项目组已把整理完毕的数据上报给了省农科院课题组,public/img/stu/490/project/490_e52f34d2.jpeg,省市级,2019/9/18 6:08
359,490,河南省财政厅重大公益项目——河南省教育厅“出彩中原,深入贫困户、贫困村等帮扶贫困县基层一线和产业扶贫基地、产业扶贫项目中去，了解地方需求、收集数据资料、开展调查研究,了解地方需求、收集数据资料。集中调研结束后，团队一同撰写了报告,实践活动报告已经送至了省财政厅。 ,public/img/stu/490/project/490_866d0ad4.jpeg,省市级,2019/9/18 6:12
360,491,95后大学生恋爱观的影响因素,本研究主要对一系列可能对“95后”大学生恋爱观产生影响的因素进行分析，得出与当前时代背景和当代大学生个性特点相符的结论，即影响程度最大的因素主要是恋人的人品与价值观、性别因素和传统的“郎才女貌”思想，最后分别从社会、家庭、学校和个人方面提出建议。,众多影响“95后”大学生恋爱观的因素中恋人的人品与价值观影响最大。,帮助“95后”大学生树立积极向上的恋爱观，诸多方面需要共同努力，良好的社会氛围、和谐的家庭环境、积极的校园风气和大学生自身的努力都不可或缺。,public/img/stu/491/project/491_80dab2d8.jpeg,其他,2019/9/18 6:25
361,491,小城这40年,针对家乡耕地方式、住房和出行工具等的变化，我通过走访调查和实地考察等方式探寻改革开放40年以来衡水市深州市翻天覆地的变化，感受时代变迁，我对这座我土生土长的小城和她的成长历历程有了更深刻的理解与思考，更加感动于改革开放带给她的美丽富饶。,改革开放这一伟大政策给我的小城和我们的国家带来了巨大变化。,改革开放是一股强大的历史洪流荡涤着我的小城，洗去铅华来昂首迎接新时代。我感谢改革开放这一伟大政策给我的小城和我们的国家带来的发展变化。作为一名大学生，我应当提高自身综合素质，夯实专业基础，适应快速发展的社会，努力成为国之栋梁，为改革开放和社会未来贡献力量,public/img/stu/491/project/491_53d837db.jpeg,省市级,2019/9/18 6:34
362,475,心理讲座助手,2017.07-2017.08在重庆市黔江区矫正中心协助心理咨询师在各个乡镇开展了针对社区服刑人员的心理健康讲座5场。每场100余人，共计500余人,提前准备好讲座所需物资，安排服刑人员签到，讲座中途协助老师开,锻炼了沟通、协调能力；熟悉了心理健康讲座如何开展,,其他,2019/9/18 7:01
364,475,心理辅导工作者,"?	2018.07-2018.08 在重庆市黔江区看守所每天和看守所的管教一起给300余名罪犯点名；?	对其中有比较严重的心理冲突或问题行为的罪犯进行心理辅导以及一定的政治教育。","对犯罪心理从实践上有初步接触和了解。?	",学会了更加包容的面对世间的“恶”，同理心、共情能力、开放度都得到了增强。,,其他,2019/9/18 7:11
365,101,绵阳市实验中学校园改造,对于绵阳市实验中学校园进行景观改造以及重新规划,针对校园进行了改造,项目得到甲方认可,public/img/stu/101/project/101_a5b04f11.jpeg,其他,2019/9/18 7:14
366,78,基于深度学习的湿地自然保护区水鸟识别系统,湿地保护对于生态文明建设尤为重要，而水鸟则是湿地生态系统的重要组成部分，本项目拟针对湿地水鸟监测中水鸟识别与监测问题展开研究。项目目标为，运用深度学习的相关技术构建水鸟自动检测与识别框架。,实现对视频和图片中的水鸟进行识别的功能，形成网页和移动端APP,项目获奖：第六届全国大学生数字媒体科技作品及创意竞赛一等奖；北京高校大学生数字媒体设计大赛互联网应用A类一等奖华北五省及港澳台大学生计算机应用大赛本科组三等奖；第一届中国模式识别与计算机视觉大会军事地面目标识别竞赛优秀奖；并申请通过了软件著作权,public/img/stu/78/project/78_5a70b181.jpeg,国家级,2019/9/18 7:16
367,101,基于儿童发展心理学对于儿童景观设计的建议,从儿童发展心理学角度出发研究景观设计如何更好地运用于景观设计中,针对儿童景观设计提出建议,论文发表于公开刊物《科学导报》,public/img/stu/101/project/101_05db7aaa.jpeg,其他,2019/9/18 7:16
368,78,教改背景下的在线考试系统的研究,本研究在总结以前的解剖学实验技能考试基础上，探讨计算机系统对解剖学实验技能考试应用，建立丰富的题库，实现随机组卷、试卷多样化、自动评分，人工批卷，成绩报表等多种功能，根据分析学生掌握知识情况，促进解剖学教学的改革，旨在提高解剖学教学质量。,项目实现了专家题库，以及局域网访问的在线考试系统。,考试系统按要求完成了程序开发，并通过了测试，项目已通过了验收结题。目前，项目已成功申报为云南省教学考研基金项目。,,省市级,2019/9/18 7:18
369,477,《探究大学生享乐性购物动机和消费方式转型的关系》,总结和研究河北省若干高校在校大学生享乐性购物动机驱动下的消费行为，以及经济社会快速发展与消费方式转型特点,,,,,
370,475,团辅领导者,2019.03-2019.06在成都红专西路小学与六名具有一定人际问题的小学生共同开展了7次团体辅导。,将教育心理学运用到实践中，丰富了教育经理实践经验,学会了如何针对小学生群体设计活动、引入问题、开展团体辅导等，并且积累了团体辅导的实践经验,,其他,2019/9/18 7:20
371,101,钢笔速写太行村落,根据写生情况进行速写创作,创作系列图组,发表于公开期刊新玉文艺,public/img/stu/101/project/101_ddad7499.jpeg,其他,2019/9/18 7:25
373,101,马克笔表现《印象西藏》,针对西藏进行马克笔表现创作,创作关于西藏的系列图组,发表于公开期刊,public/img/stu/101/project/101_a349cc7c.jpeg,其他,2019/9/18 7:32
374,442,学生视角下的地理综合实践的途径与方法,本文通过访谈与调查问卷的形式归纳总结了学生在地理综合实践教学中遇到的问题，并结合相关书籍、文献，进行统一地整理和归纳，最终总结出现阶段地理综合实践解决方案，主要从学生和教师两方面提出要求，提高学生在野外教学效率和实习效果。,寻找出地理野外实习存在问题，提出解决方案，提升了教学质量和效率。,首都师范大学本科生科学研究与创业行动项目成果,,其他,2019/9/18 7:35
375,495,菊花嫁接方法的优化,通过对嫁接时期、砧木粗度，接穗长度等方面的研究，探索出一种简单高效的嫁接方法。,小苗嫁接效果显著,提交专利一项：一种简单高效的菊花嫁接方法,public/img/stu/495/project/495_1919f96d.jpeg,国家级,2019/9/18 7:40
376,496,大学生校级创新创业训练计划,《内蒙古典型草原植物养分内循环特征及其对草原管理的意义》,一般在7.30和8.15植物养分达到最高；宜在八月中旬进行割草,正在撰写论文,,其他,2019/9/18 7:59
377,503,第五届互联网+,布鲁全屋智能家居是以住宅为平台，利用网络通信技术、互联网技术、计算机技术和智能终端，将家居生活有关的设施集成，并提供高精度高安防能力的云服务平台，让人们轻松享受生活,有助于公司的发展,校级金奖，省级铜奖,public/img/stu/503/project/503_6d52589b.jpeg,省市级,2019/9/18 8:07
378,503,2018创青春,夕阳红旅居养老服务公司致力于给老人更好的生活质量以及旅游体验,提升老人的生活质量存在市场,获得河北省创业大赛二等奖,public/img/stu/503/project/503_17232b38.jpeg,省市级,2019/9/18 8:10
379,502,开普茶叶品牌包装设计,学校与泰康公司合作项目，为学校完成一套提案。,目前已经投入生产当中,已商用,public/img/stu/502/project/502_3056dceb.jpeg,国家级,2019/9/18 8:17
380,512,PETAXI宠物出行平台,Petaxi宠物出行服务系统，以解决宠物出行问题为核心，为年轻养宠人提供更优质的服务体验。根据当下养宠人群主体——年轻人的养宠习惯、出行与交互特征，设计了Petaxi宠物出行服务平台，线上应用涵盖了人宠同行约车、宠物接送预约、宠物出行推荐等功能，线下部分提供了宠,探究得到当代年青养宠人出行特征，并设计出相应线上平台、线下设施,设计得到完整的宠物出行线上、线下服务设施，并获得UXDA国际用户体验大赛全国三等奖，企业组第三名，目前该项目正于TANG+孵化。TANG+孵化。,public/img/stu/512/project/512_d0672f90.jpeg,其他,2019/9/18 8:39
381,506,智慧农村助手,“智慧农村助手”创业项目是移动APP加后台云平台架构支撑的互联网平台，包括IOS和安卓的手机端软件和云平台后台管理建设等内容，在客户端实现农村闲置资源和闲置交通工具的共享功能，在商家端实现村民注册信息、登记手机号、上传身份证（承诺村民保护他们的有效信息）等服务,该项目处于中期阶段，还未结项，实践稍有难度，还需不断加强,目前正在开发智慧农村助手APP和微信小程序，已有微信公众号,,省市级,2019/9/18 8:40
382,376,金昌市金川区花卉产业发展带动效应的调查分析,2003年以来，甘肃省金昌市金川区积极引进抗旱、花期长的花卉品种发展花卉产业，以推动金川区产业结构转型，并已初具规模，相继建成紫金苑、金水湖、花文化博物馆等花卉景区。基于此背景，我们去往金川区考察调研，以探究分析金昌市发展花卉产业对于周边地区的带动作用。,金昌市发展花卉产业对周边旅游业、房地产业等具有带动作用。,完成项目结题论文，并于2019年4月在期刊《中国集体经济》发表《金昌市金川区花卉产业发展带动效应》论文一篇。,public/img/stu/376/project/376_829b2d43.jpeg,其他,2019/9/18 8:41
383,507,WPU乳液合成及其增强大豆蛋白胶黏剂性能研究,制备不同功能化纳米颗粒或功能性反应单体改性增强WPU乳液，对其机构及形貌进行调控。,以纳米粘土作为增强填料，实现对其表面氨基基团的接枝改性。,实验中通过对聚氨酯乳液分子结构调控，从分子水平揭示功能化聚氨酯/交联机多种交联体系增强胶接结构的形成机制及胶接增强机理。,,其他,2019/9/18 8:45
384,509,2017大学生创新创业大赛-同优创意定制,同优创意定制意在帮助现有企业提供形象识别定制，以及包括学校、公司在内的纪念品设计制作。工作室主要扎根学校，同时接纳社会订单。一年半内小有成就，在地区有一定认知度并获得收益。,定制市场潜力无限，打造企业形象识别是当下商业竞争的重要影响因素。,"1.同优创意工作室成立。2.发表论文一篇，外观设计专利一项。3.设计产品若干：A）	创意拼接笔筒B）	特色杯垫C）	榉木板手机支架D）	定制名片盒E）	定制相册F）	激光雕刻笔筒G）	小型钥匙扣H）	各种尺寸的水晶摆件",,省市级,2019/9/18 8:50
385,350,"“挑战杯""论文撰写",前往内蒙古巴彦淖尔市五原县兴隆昌镇联星村及其带动龙头企业特羊企业进行调研。撰写以《推动供给侧结构性改革的典型调查---以五原县特羊牧业科技有限公司为例》,龙头企业带动发展制度仍需完善,对本专业在三农问题中发挥的作用得到进一步认识,,国家级,2019/9/18 8:56
387,509,2019互联网+-F·G水果采摘设备,解放果农双手，实现高效农业机械化，为迎合时代发展，协助农村自动化摘果，我们的设备具自动定位、软爪采摘、判断分拣、上传数据统计等功能。,人工采摘成本较高，作为水果大消耗国，应当引入自动采摘设备。,实体模型一个互联网+校级一等奖,,其他,2019/9/18 8:59
388,507,PDA@MFC/巯基化聚氨酯乳液合成及改性大豆蛋白胶黏剂,本研究项目设想制备基于PDA@MFC/巯基化聚氨酯乳液的改性大豆蛋白胶黏剂：通过简单的浸渍处理对微纤化纤维素进行表面修饰，随后通过引入具有巯基基团的改性剂与聚氨酯充分复合，制备巯基化聚氨酯（PU-SH）分散乳液，然后与大豆分离蛋白混合，制备出新型的改性生物基胶黏剂。并,巯基成功引入，填料分散性提高，豆胶的胶接强度稳定性提高。,实验过程中，制备出基于仿生改性的巯基化聚氨酯乳液增强大豆蛋白胶黏剂，通过各项测试得出，改性后的豆胶胶接强度显著提高，热稳定性得到改善。投稿SCI论文一篇。,,省市级,2019/9/18 9:01
389,509,海尔冰箱干湿分离区设计,现冰箱多具备干货区设计，保证干货区内药材，调料或其他需要冷藏干燥的产品保存，与公司特合作设计冰箱干货区。,通过人机分析，结构研究，最终取得设计成果。,完成设计项目，并投产。,,其他,2019/9/18 9:03
392,509,开立美容仪研发,随都市女性对美容护肤产品投入的提高，此时投入设计一款中高档的多功能美容仪产品室符合现代市场需要的。,通过设计调研对都市中女性的美容需求进行整理，价位及成本调研。,公司已定稿，产品待投产。,,其他,2019/9/18 9:12
393,332,荷木科技—户外超疏水木材专家,主要原理是制备出性能良好的硅油和二氧化硅微、纳米级复合乳液，再采用真空—加压浸渍技术和干燥固化工艺，在处理材表面构建荷叶表面微观的微、纳米粗糙构造和超疏水硅树脂膜层，以达到超疏水目的,构建了超疏水表面，制作出了试验性家具,制作出了简单超疏水户外家具，并获得第五届互联网+大学生创新创业大赛省级铜奖,public/img/stu/332/project/332_66eaaf63.jpeg,省市级,2019/9/18 9:23
394,511,中国传统书法艺术与中医衍生品设计论文,与国美同学一起创作的论文。我负责产品设计。当前，亚健康问题已成为人们广泛关注的社会热点问题。针对特定的亚健康问题，如有对症的中药汤剂则会更加行之有效。现论述如何以更便捷的中药纸、中药贴等产品设计，结合书法艺术，缩短传统求医问药过程，增加中药汤剂的食用趣味,中医与书法两者具有内在的贯通性，通过产品设计实现中国文化特色传承,全新的中药产品的系列设计针对大学生普遍存在的5中亚健康问题，针对亚健康，可以使用中药纸、中药贴等产品，致力于提供一种更为便捷、创新、趣味的“治疗”方式。同时结合传统书法艺术，设计出既新颖又具中国文化特色的新式产品。,public/img/stu/511/project/511_a0426102.jpeg,省市级,2019/9/18 9:33
395,511,便携式办公扫描仪,随着BYOD（bring your own device）趋势的兴起，传统的办公室扫描仪无法满足移动轻量化办公的需求，因此设计一款便携的扫描仪。,便携式扫描仪产品模型及实物模型产出。,山东省机电大赛二等奖,public/img/stu/511/project/511_3813f774.jpeg,省市级,2019/9/18 9:56
396,511,Whale chair鲸鱼仿生设计,Whale chair起意鲸鱼，它们往往会与幼鲸朝夕相处很长一段时间。在人类的世界，陪伴孩子度过最初的时光也是在彼此成长中不可或缺过程。  上班的时间日益延长，与孩子面对面互动时间太少？ Whale chair 亲子互动椅子为上班族提供一个与孩子互动、休息的空间。,产品模型与3D打印实物模型产出,山东省工业设计大赛一等奖,public/img/stu/511/project/511_af7391e1.jpeg,省市级,2019/9/18 10:00
398,525,ui项目,独立完成交互“Ladder”app设计项目 从前期调研和思路到后期的创意实践,负责调研目标用户并进行了数据分析 编写用户调查问卷和2000+字调研报,提升自身水平,,其他,2019/9/18 10:07
399,525,vi项目,独立完成平面整套vi项目,调查分析项目的大致方向和用户喜好并确定风格 确定了设计发展vi设计,锻炼自己设计水平,,其他,2019/9/18 10:08
400,525,设计创意墙项目,通过专业导师推荐为河北大学财务部设计创意墙,个人负责前期的项目调研并确定风格方向 完成设计初稿并选定图片排版,得到了河北大学财务部的认可,,其他,2019/9/18 10:09
401,505,主持国家级大学生创新创业训练项目,2018年4月-2019年4月主持国家级大学生创新创业训练项目《基于互联网+的头脑风暴APP设计》并顺利结项。头脑风暴APP为设计专业类的人士掌握到更加市场化的信息以及不同目标人群的想法，也让他们能够以最快的速度获取信息，是搜集用户人群集思广益的想法再通过互联网思维来总结,顺利结项,1.在《明日风尚》期刊发表论文《基于互联网+的头脑风暴APP设计》2.在《西部皮革》期刊发表论文《浅析个性化定制与头脑风暴APP设计》,,国家级,2019/9/18 10:17
402,505,第十三批科技创新项目,《多功能绘圆尺》参加第十三批科技创新项目通过考核多功能绘圆尺设计在于调查了市面上大部分的量尺消费者在平时的工作中所需的量角度、测长度画圆等多个功能需求，但市场量尺产品无法集合化的问题进行研究，并得到较好的研究成果。,顺利立项与结项,实物,,其他,2019/9/18 10:19
403,495,杭白菊、金丝皇菊烘茶,跟随师姐从采摘、摊放、净花、初烘、复烘、足火、拣剔分类,设备的使用大大便捷了烘茶技术,对烘茶技术有了初步了解,,其他,2019/9/18 10:22
404,531,暑期三下乡社会实践,去一个旅游小镇进行调研，支教及探望红军家属,旅游小镇处于发展初期，存在众多问题，需要改进。,获得校级实践先进个人,,其他,2019/9/18 10:27
405,495,国家苹果实验中心实验,苹果嘎啦的继代培养,随着继代次数的增加，生活力明显下降,熟练掌握组培技术,,其他,2019/9/18 10:29
406,522,大学生创新创业项目,通过查阅大量文献并实地调查来从而全面正确地了解掌握共享单车企业存在的风险及问题。我们通过查阅文献能了解共享单车的发展和现状，确定了研究课题。通过实地调查发现了共享单车企业存在的内外部风险并提出了对策和建议。,共享单车企业应控制企业的内外部风险，各方共同努力构建和谐用车环境,发表了《企业风险管理视角下共享单车企业盈利模式探讨》，《共享单车行业发展面临的困境》以及《ofo小黄车面临的企业风险及对策》论文三篇，以摩拜单车以及ofo小黄车为例研究了共享单车企业面临的各项风险并为共享单车企业企业提出了对策建议。,public/img/stu/522/project/522_1afa2cbe.jpeg,其他,2019/9/18 10:33
409,530,纳米纤维素基磁性气凝胶对水中重金属离子的吸附,海洋重金属污染也是当前环境面临的严峻问题，利用气凝胶的高孔隙率通过吸附方式可有效去除重金属离子。纳米级纤维素具有高比表面积，可制成高孔隙率的纳米纤维素气凝胶，用做水污染净化吸附材料。,四氧化三铁纳米粒子物理吸附在纳米纤维素上形成复合气凝胶。,纳米纤维素和四氧化三铁的最优质量比例是1:1,,,
