project_id,uid,project_name,abstract,conclusion,achievement,certificate,certificate_level,,,,,,,,,
200,90,美国大学生数学建模竞赛,通过对智慧城市的智能增长十项原则进行归类，分等级对其影响因子分别建立数学模型再作出评价，抽取全世界大中小规划城市发展典例作为数据库，得到城市智慧发展的规律，再进行远期发展预估以应用于今后的可持续发展智慧城市规划手段，该论文获得了国际性的二等奖。,由于土地资源和生态资源的有限，控制人口增长的速率与控制智慧城市的规划方式至关重要。,美国大学生学术建模竞赛二等奖,1537256194,国家级,,,,,,,,,
201,206,花园杯,以寒地城市降雪资源利用为主要理念，探寻自然、健康、教育的关系，创造带有情感的景观空间，打造校园特色景观 ,为寒地城市自然与人类生活探寻新的平衡点,花园杯植物景观设计竞赛三等奖,1537256209,省市级,,,,,,,,,
203,334,江苏省大学生创业大赛志愿服务工作,参加2016年“创青春”江苏省大学生创业大赛志愿服务工作，工作内容主要为老师的接待、参赛选手的引导以及后勤服务等。,,获得  2016年“创青春”江苏省大学生创业大赛优秀志愿者 称号,1537257235,,,,,,,,,,
204,214,中国劳动经济学40年,在汪雯老师的指导下，主要负责性别工资差距方面的中外文献综述工作,,《中国劳动经济学40年》,,,,,,,,,,,
205,214,国家电网人力资本计量,在杨玉梅老师指导下，主要负责企业内部流动及晋升的英文文献检索及翻译工作,,中英文文献梳理,,,,,,,,,,,
206,334,“西部计划、苏北计划”志愿服务工作,参加2017年“江苏省大学生志愿服务西部计划、苏北计划”，工作内容主要为协助老师做好志愿者面试时所需的后勤服务工作，提供高效有序的环境条件。,,获得  2017年“江苏省大学生志愿服务西部计划、苏北计划”优秀志愿者 称号,1537257436,,,,,,,,,,
208,334,河北省第二届（秦皇岛）园博会花境创意大赛,参加河北省第二届（秦皇岛）园博会花境创意大赛，该竞赛要求结合当地文化与立地条件，设计富有创意的小花境，为园博园的成功举办锦上添花。我们小组的创意是“白日梦”，以镜子和细叶针茅为线索，结合其他植物材料，营造一个变化莫测而又可游可观的小花园。,,未获奖,,,,,,,,,,,
209,214,第五届全国大学生艺术展演,通过2017年10月北京赛区选拔赛，北京林业大学学生合唱团赴上海复旦大学参加第五届全国大学生艺术展演,,声乐场金奖,1537257628,国家级,,,,,,,,,
213,90,叙城澜——基于反相跳板的历史主题公园设计,我们将借鉴景观生态学发散理论中的“跳板链接”理论，但相对于该理论的适用场景，此次的设计场地尺度偏小，且生态介入难度更低，因此我们对其进行反相，将承载基质由绿地改为人类活动场地，由增加绿地改为精简人类活动区域，以减少对生态环境的干扰，进而得到理论框架：反相跳板链接环。,由此我们结合开封的历史文化及水景园的设计诉求，将讲述一城、一隅、一湖的设计概念——“叙城澜”。,2018“园冶杯”大学生国际竞赛课程设计类作品二等奖,1537257725,国家级,,,,,,,,,
214,493,杉木叶脉与比叶性状关联分析及过程调控研究,别杉木整枝上叶片的叶龄、裁剪并进行编号及记录,,,,,,,,,,,,,
215,493,Cd胁迫下大叶女贞光系统Ⅱ光化学效率,植物修复是重金属治理的重要手段之一，在植物修复领域，晒徐娜超富集植物一直是学术界的热点,为耐受性木本植物筛选提供数据支撑,明确木本植物大叶女贞在Cd单一胁迫下光系统Ⅱ的适应性和调节能力,,省市级,,,,,,,,,
217,334,江苏省2016年“汇鸿杯”创新设计大赛,参加江苏省2016年“汇鸿杯”创新设计大赛，为“汇鸿冷链”设计标识系统。我所设计的标识以蓝色为主色，呼应“冷链物流”；标识为“汇”字变形而来，强调公司名称。根据标识设计对信封、名片、物流货车等进行辅助设计，形成属于该公司的完整的标识系统。,,南京林业大学组织奖,1537259352,,,,,,,,,,
218,334,第五届“文科杯”全国大学生景观设计大赛,参加第五届“文科杯”全国大学生景观设计大赛，该竞赛的主题是“古韵馨风”，旨在对古镇进行保护与规划。我们小组的创意是将重要的节点活化，活化点连接成线，以线带动整体区域的发展，既富往日繁华胜景，又有现代便捷条件。,,未获奖,,,,,,,,,,,
219,155,科研经历 ,科研经历：1.保定市植物园草坪现状及存在问题调研。2.河北农业大学教学温室进行紫薇扦插实验，目前植株生长良好。3.园林风景园林专业南北方综合实习。,通过调研，发现了保定市植物园草坪存在的问题，总结探索了暖季型草坪草在寒冷地区的建植方法。,发表论文：1.园林绿地生态功能研究概况  绿色科技  2018年9月20日出版2.保定市植物园草坪现状及存在问题调研  绿色科技 2018年10月20日出版,1537259987,省市级,,,,,,,,,
221,90,方舟——有机更新理论下生态城市重塑设计,基地位于德阳市南部经济开发区，规划面积约221.15公顷。以贯穿场地的绵远河及支流为入手点，在保护及修复的基础上，进一步发掘场地的生态及经济价值。规划以水脉为轴线，探索城市有机更新的发展策略，沿水发展经济及生态绿地景观，以“方舟“为元素打造全新的生态城市面貌，为城市注入全新的活力。,场地亟待救赎，”方舟“的设计理念正是建立在生态修复为主，带来经济推动为辅的目的上全面改造该地状况，改善活力，地脉重生。,2018“园冶杯”大学生国际竞赛课程设计类作品荣誉奖；2018四川省大学生风景园林设计竞赛佳作奖,1537260370,国家级,,,,,,,,,
224,90,“二孩政策”问题,本文主要研究人口结构的发展问题，建立评价模型，并通过对评价指标数据未来20年的预测来分析未来人口结构。本文根据附件中已有数据，采用时间序列预测法的ARIMA模型，运用SPSS软件，对A地区未来20年与人口结构相关的数据进行预测，分析了A地区人口结构的变化趋势，并为了使人口结构更合理，在二孩政策下给出了最优出生率9.55%。本文根据所查资料得出，在未来20年国民经济运行稳定的情况下，A地区未来20年人口结构中男女的比例会趋于均衡，年龄组成慢慢向稳定性和增长性变化。,人口发展模式会逐渐向稳定性发展，可能在接近发展20年时会发展为增长型的发展模式。,全国第十三届“五一”数学建模竞赛三等奖,1537261466,省市级,,,,,,,,,
225,123,旅游地文化形成与塑造机理研究,2018年国家实施机构改革，组建文化和旅游部，不再保留文化部、国家旅游局，旅游产业与文化的融合正在如火如荼的推进，国内游客也开始追求更具文化内涵的旅游活动，旅游地文化的内涵挖掘已成为提升文化旅游产业发展的新要求。旅游地文化内涵的整合与提升，不仅受旅游者所期望的文化意象影响，还与地方居民所认同的旅游文化息息相关，因此分析二者之间的矛盾与冲突，解析二者的作用机制，成为构建“文化-旅游”融合机制的关键所在。,旅游地多元文化的整合，受旅游者期望与旅游地居民认同的双重变动影响，二者是旅游地文化内涵的提升的关键。,论文《基于旅游地意象与地方依恋的旅游地文化形成与塑造机理研究----以济南大明湖为例》，在《当代旅游》2018年9月刊上发表。,1537261611,,,,,,,,,,
226,244,《Renochip肾病精准化诊疗芯片》,2018年第四届四川省“互联网+”大学生创新创业大赛《Renochip肾病精准化诊疗芯片》，参与项目计划书、参赛答辩ppt、答辩展览小册子的美工设计工作。,,四川省主赛道银奖,1537262187,省市级,,,,,,,,,
227,244,《我国艺术品金融发展的SWOT分析》,2017年四川大学大学生创新创业训练计划，探究了艺术品与金融在我国的发展以及前景，并以艺术的、设计的眼光，对我国艺术品金融的发展提供了新的解决思路。,,四川大学重点项目,1537262392,,,,,,,,,,
228,244,《装置艺术设计在自行车停放装置中的应用》,与制造科学与工程学院的同学合作，通过公共艺术设计与自行车停放装置的再设计相结合，解决共享单车在新形势下的安放问题。,,四川大学实验室项目立项,1537262824,,,,,,,,,,
229,405,四川近现代教堂建筑空间特征研究报告,四川的近现代天主教堂在20世纪初期传入中国，经历过了复杂和矛盾的中西文化交流，呈现出变化的无序和不稳定性。作为近代川西地区最早出现的欧洲建筑类型，它保留着西方教堂的痕迹，又由于特定的民族文化与历史背景，逐渐发展演变形成了中西合璧的地方教堂样式。虽然未能形成成熟的新的建筑形式，但四川近现代教堂的研究仍具有很大的价值。四川近现代教堂的空间特征研究不仅仅揭示了西方宗教文化和建筑文化在川西地区的传播，为我们研究东西文化交流，以及川西建筑的演变提供了重要的思考，同时四川近现代教堂的测绘是建筑保护手段的一部分。,团队对教堂精确测绘，保存图纸，并更好地将其文化特性利用，与当地文化发展结合，将隔离保护变为更亲近人群，亲近城市新文化新发展的保护,论文《四川近现代教堂建筑空间特征研究报告》，以及雅安市教堂测绘图集,,,,,,,,,,,
230,164,可溯源智能产蛋箱,可溯源智能产蛋箱是一种基于物联网技术的人工成本低、自动化程度高、实现个体精准对应、监测鸡舍环境和鸡蛋溯源的复杂系统工程。其主要包括三项功能：生产信息自动匹配、环境信息监测、蛋品溯源查询。保证消费者对蛋品的溯源查询，解决养殖户繁琐的人工集蛋操作，给科研事业与食品检测部门提供准确有效的参考数据、先进技术和设施，加快遗传进展，促进种禽养殖业优质、高效、安全生产。建立食品溯源体系不仅是适应国家方针、保障人民生活健康的需要，也是顺应市场趋势，提升质量、塑造品牌的必经之路。该项目具有显著的经济效益和社会效益。,实现蛋与鸡的生产信息自动匹配、环境信息监测、蛋品溯源查询系统，提供健康食品溯源方式，降低人们对食品安全的质疑。,已申请受理实用新型专利三项，一种智能产蛋箱的滑梯式活动底板装置，一种可自动识别蛋鸡信息及驱赶的控制装置，一种基于传送带的单笼多蛋自动排序及标记装置；已准备申请发明专利一项，可溯源只能产蛋箱及其控制方法。,1537262947,省市级,,,,,,,,,
231,164,可溯源智能产蛋箱,可溯源智能产蛋箱是一种基于物联网技术的人工成本低、自动化程度高、实现个体精准对应、监测鸡舍环境和鸡蛋溯源的复杂系统工程。其主要包括三项功能：生产信息自动匹配、环境信息监测、蛋品溯源查询。保证消费者对蛋品的溯源查询，解决养殖户繁琐的人工集蛋操作，给科研事业与食品检测部门提供准确有效的参考数据、先进技术和设施，加快遗传进展，促进种禽养殖业优质、高效、安全生产。建立食品溯源体系不仅是适应国家方针、保障人民生活健康的需要，也是顺应市场趋势，提升质量、塑造品牌的必经之路。该项目具有显著的经济效益和社会效益。,实现蛋与鸡的生产信息自动匹配、环境信息监测、蛋品溯源查询系统，提供健康食品溯源方式，降低人们对食品安全的质疑。,已申请受理实用新型专利三项，一种智能产蛋箱的滑梯式活动底板装置，一种可自动识别蛋鸡信息及驱赶的控制装置，一种基于传送带的单笼多蛋自动排序及标记装置；已准备申请发明专利一项，可溯源只能产蛋箱及其控制方法。,1537262977,省市级,,,,,,,,,
233,405,风水理论对现代人居环境选址的指导意义,本文以四川省成都市成佳镇万民村为例，利用古老的风水术（又称堪舆术）作为研究的理论基础，抓取古老的风水理论中有科学实际依据的部分，将其合理的运用到对现代人居环境的选址上来，构成对人居环境选址的指导和借鉴。本文着重讲述对村镇的调查研究，从村镇入手，关注并探索风水理论对村镇选址的指导意义并进行总结，希望能够对近几年关注度居高不下的乡村规划作出相关贡献。,通过对风水理论的研究，我们试图寻找到其对现代村落选址的指导和帮助以及在四川省乡村规划中的借鉴意义,论文《风水理论对现代人居环境选址的指导意义--以四川省成都市成佳镇万民村为例》,,,,,,,,,,,
234,121,2017大学生科研助困基金课题,参加2017大学生科研助困基金课题，协调团队成员确定选题、查找资料，前往张家口市万全区进行实地调研，研究当地大型农机使用情况及存在问题，以共享经济为思路提出较为可行的农机租赁机制，从而促进农村机械化大生产的良好发展。,以张家口市万全区为例设计大型农机租赁机制,以《大型农机租赁机制设计——基于万全区的调查》为课题经专家审核成功结项。,1537263959,,,,,,,,,,
235,121,2018全国大学生“新道杯”沙盘模拟大赛,参加“新道杯”沙盘模拟大赛，探索企业运营的相关流程和操作，线上模拟企业经营、投放广告及提交订单等操作过程，探索企业经营的风险管理策略和管理方案。,熟练掌握企业沙盘模拟的相关业务操作和流程，掌握企业风险管理策略。,获得河北省决赛本科组一等奖,1537264419,省市级,,,,,,,,,
236,90,小区开放对道路通行的影响,本文主要研究开放小区对周边道路车辆通行的影响的问题，选取合适的评价指标体系，阐述其对道路通行的影响，再建立车辆流仿真模型，并通过元胞自动机仿真原理对自行设计的小区结构模拟车辆通行情况，再根据所得到的结果，从交通通行的角度向有关部门提出合理的建议。,小区开放以后，道路的通行能力有明显上升趋势，车流量在逐步加大，车流密度也有了明显提高，为主干道缓解了不少交通压力。,从交通通行的角度出发，向城市规划和交通管理部门提出关于小区开放的合理化建议，首先要从研究结果出发，再结合现在社会中普遍存在的争议，选择城市规划和交通管理两个方向分别建议。,,,,,,,,,,,
237,153,东北林业大学南校区三维数字景观漫游的研究,课题以重新设计规划后的东北林业大学南校区为蓝本，以虚拟现实技术为媒介，旨在建立一个三维数字校园漫游系统。课题研究了虚拟现实技术的相关内容，并通过对3D漫游系统建立过程的探讨，完成了虚拟校园的构建，真实的展现校园景观。这为校园规划设计和信息化建设提供全新的方式，帮助学校建立良好形象。,VR技术在虚拟校园的建立过程中起到了至关重要的作用，而虚拟校园作为VR技术在教育领域应用的典型案例，同时也在推动VR技术的发展。,2018年5月在国家核心刊物《山西建筑》杂志中以第二作者发表论文《基于虚拟现实技术的校园3D漫游系统研究》,1537269781,,,,,,,,,,
238,510,美国大学生数学建模竞赛,研究语言发展趋势及语言分布情况,定位出未来排名前十的语言并对其分布进行预测,《基于语言分布预测的国际办事处位置选取研究》《基于马尔科夫链的语言发展趋势研究》,1537273046,国家级,,,,,,,,,
239,120,2018年台北智慧生态社区竞图比赛,在大三下学期前往台湾国立中兴大学景观与游憩专业交换一学期，和三名台湾同学参加台北智慧生态社区竞图比赛。这是一个跨学科的比赛，我们选的基地是台北市中心信义区，主题为《在时间的门里》，意以智慧生态的手法营造人文信义的现代化生活。,佳作奖,A0图纸 介绍视频 场地模型,1537274210,省市级,,,,,,,,,
240,514,不同方式对典型草原生产力及碳储量的影响,分析围封、刈割、放牧处理后植物群落特征及功能构成，从而明确何种方式能有效缓解草原生态系统退化趋势。此外，分析围封、刈割、放牧三种方式处理后土壤碳储量的变化，探讨不同利用方式对于土壤碳储量影响有无差异，进而设计实现草地资源可持续利用的管理措施。,放牧对于群落地上生物量的扰动作用最大，且消耗了地上生物量的绝大部分。不同利用方式对于群落地下生物量的影响不显著。,校级大学生创新训练项目已通过中期答辩,,,,,,,,,,,
241,202,思美日化科技有限责任公司创业计划书,公司主要是对壳聚糖系列衍生物的抗菌性、抗氧化性、保湿吸湿性及其保健功能加以利用，致力于研发壳聚糖衍生物系列生活日常产品。公司前期主营壳聚糖护肤品，提高企业和产品的知名度，之后进一步改进技术，逐步研发壳聚糖保湿剂、抗菌剂及壳聚糖保健产品，并对已有产品进行改进改良，进一步开拓市场，逐步形成品牌效应。该计划书主要是从多个角度分析创业计划书的可行性。,该计划书有一定的可行性，但是财务分析方面依据不足，脱离了实际背景,无,,,,,,,,,,,
242,478,CT探测核心器件—碲锌镉多能谱探测器,我们将半导体探测技术与多能谱光子技术相融合，能够区分不同能量X射线的强度变化真正意义上实现CT探测系统“不同物质诊断与区分”。如果把传统探测器比作黑白电视，那我们的碲锌镉多能谱探测器则是超清彩色电视。目前团队已经申请国家发明专利4项，国家科研项目8项，大学生创新创业项目2项，发表高水平文章100余篇。目前我们已经和4家公司签署探测器应用合同。,,一种大平板CT探测器高产率模块化生产组装方法201810788455.2基于边缘通道校正的探测器模块生产良品率改进方法201810788454.8一种碲锌镉半导体探测器成像质量评估方法201810788478.3半导体碲锌镉探测器核脉冲准高斯整形放大电路201711374991.X,1537276293,省市级,,,,,,,,,
243,230,首届公共危机大赛,  我作为副队长，参加华侨大学首届公共危机大赛，参赛论文题为《福州市内涝治理：基于激励强度和交易成本的治理模式选择困境》，获得特等奖。,本文用激励强度与交易成本两个理论维度刻画了福州市政府财力投入与治理模式选择的差异,《基于激励强度与交易成本的中国城市内涝治理模式选择困境——以福州市为例》,1537276542,省市级,,,,,,,,,
245,518,北京市大学生科研与创新行动计划,研究基于深度卷积对抗生成网络（DCGAN）生成古典行书汉字数字图像。通过学习和尝试，逐一克服在搭建tensorflow环境以及调节参数过程中遇到的困难，最终利用有限的数据集训练出汉字图像，取得一定的进展。,《基于深度卷积对抗生成网络的古典行书汉字数字图像生成》结项报告,《基于深度卷积对抗生成网络的古典行书汉字数字图像生成》,,省市级,,,,,,,,,
247,478,Muitas-音乐调酒器,Muitas调酒器，是一款软硬件结合的情感式娱乐产品，主要用在KTV中，它可以帮助KTV增加用户乐趣、提高酒水销量。根据用户唱歌时的嗓音和情感进行评级，再根据评级调配出相应的酒。结合听觉和味觉，将声音转化成味道，调出专属于你的味道，带给用户新奇的交互体验与情感体验。,,无,1537276703,国家级,,,,,,,,,
248,518,2016全国大学生数学建模竞赛,获得北京赛区二等奖,《小区开放对道路通行的影响》,《小区开放对道路通行的影响》,1537276819,国家级,,,,,,,,,
249,518,全国大学生计算机设计大赛,完成微电影的拍摄和后期剪辑等工作，获得二等奖,微电影《拾影》,微电影《拾影》,1537276878,国家级,,,,,,,,,
250,164,预警鸡笼,预警鸡笼是一项基于物联网大数据技术对笼养鸡个体各项参数进行数据采集分析，并及时进行预警的智能鸡笼。通过采集笼养禽类个体的体温、体重、饮食量等信息建立一定区域笼养禽类的大数据库进行综合计算分析来检测鸡的健康状况，随时监测其生命体征，及时将检测结果反馈给工作人员，并提供相关应对措施，提醒养殖场对周围的鸡进行疾病检测。同时可将相关数据提供给种禽研究中心作为参考，降低疾病爆发的突发状况和养殖厂的资金损失，节省人工挑选问题鸡的复杂工作和时间，提高种禽遗传工作的进程，减少社会问题的出现。,采集笼养鸡个体的体温、体重、饮食量信息进行检测鸡的健康状况，实现实时、连续的监测，及时预警，降低疾病爆发状况和养殖厂资金的损失。,获第四届河北省“互联网+”大学生创新创业大赛铜奖,1537276913,省市级,,,,,,,,,
251,518,2017全国大学生数学建模竞赛,建立数学模型、计算，解决已有问题。获得北京赛区二等奖,《“拍照赚钱”的任务定价》,《“拍照赚钱”的任务定价》,1537276973,国家级,,,,,,,,,
252,315,红丁香的繁育系统,【国家级大学生创新创业项目负责人】通过对红丁香的花部特征观测、花粉形态扫描、花粉-胚珠比测定、柱头可授性测定、杂交指数判定及人工授粉实验，研究了红丁香的花部综合特征与繁育系统类型。为今后的繁殖育种转基因提供理论依据。,其繁育系统属兼性自交，以异交为主，需要以昆虫作为传粉媒介。,论文《红丁香的繁育系统》正在投北大中文核心期刊《种子》，实验结论：红丁香花期为5月底至6月初，单花花期5~6 d；单花柱头缩入式雌雄异位，干柱头，长椭圆形、网脊光滑。雄蕊2~3枚，贴壁生长，花粉三孔沟；红丁香的花粉活力在开花第1天最高，之后逐渐降低，第5天活力丧失；柱头可授性在花开放初期（第1天）最弱，至第4天达到高峰，后逐渐下降；杂交指数（OCI）为4，P/O 值为9500，结合人工授粉实验认为，红丁香自交授粉部分亲和，异株授粉座果率高，其繁育系统属兼性自交，以异交为主，需要以昆虫作为传粉媒介。,,国家级,,,,,,,,,
253,518,2017美国大学生数学建模竞赛,建立数学模型、计算，解决已有问题。获得二等奖（Honorable Mention）,《Smart Growth of City》,《Smart Growth of City》,1537277102,国家级,,,,,,,,,
254,230,暑期“三下乡”社会实践, 我作为副队长，带领团队参加了暑期“三下乡”社会实践，课题《易地扶贫搬迁中民众满意度调研 —— 以洛阳市木植街乡石磙坪村为例 》获得国家级立项，在研究期间，我担任策划书写和联络实践地等工作。目前项目已成功结题，论文获得优秀论文二等奖。同年挑战杯获得一等奖、社会调查大赛获得二等奖、个人获得暑期社会实践积极分子荣誉称号。同时，论文反馈给河南嵩县宗玉红县长，获得好评，并向扶贫单位发放参阅。,实施搬迁政策与民众满意之间的主要存在问题，如基础设施仍然不够完善、农作物无处晾晒、扶贫政策还不算完善等问题,本文从易地扶贫搬迁中民众满意度的问题出发，选择了具有典型代表性的洛阳市木植街乡石磙坪村，通过对木植街乡石磙坪村村民以及阜康社区居民关于扶贫搬迁态度及满意度的问卷和访谈调查分析，得出实施搬迁政策与民众满意之间的主要存在问题，如基础设施仍然不够完善、农作物无处晾晒、扶贫政策还不算完善等问题，同时也发现了已经搬迁至阜康社区的居民存在对交通甚至文化活动还不满意的情况，提出了在有政策下如何改善问题和提高村民满意度等的建议。,1537277240,国家级,,,,,,,,,
255,518,2018美国大学生数学建模竞赛,建立数学模型、计算，解决已有问题。获得二等奖（Honorable Mention）,《How Does Climate Change Influence Regional Instability 》,《How Does Climate Change Influence Regional Instability》,1537277296,国家级,,,,,,,,,
256,164,林联网大数据服务平台,把林业生产跟互联网联系起来，利用无线传感器网络、认知无线电检测某一林区气象信息并将其数字化后上传到云端，通过云计算的并行运算对收集的大量数据进行多维分析，实现对周围的林区的气象预测，并得到病虫害、火灾发生的几率。把预测数据反馈给林业用户，让林业用户可以依据自己林区特点和数据变化做出相应的调整。,对林区把握更精准，管理更有针对性，投入措施更有力度，避免不必要的浪费，大大提高林业预测与决策的速度和可靠性。,获第六届中国创新创业大赛（河北赛区）暨河北省第五届创新创业大赛二等奖,1537277345,省市级,,,,,,,,,
259,518,墨刀:网易云课堂App产品优化在线项目,对用户需求进行分析，针对网易云课堂App的用户激励机制进行优化,针对网易云课堂App的用户激励机制进行优化,针对网易云课堂App的用户激励机制进行优化,1537277500,国家级,,,,,,,,,
260,230,中国人民大学“求是杯”案例分析大赛,2017年11月，我作为队长，代表学院，带领团队参加中国人民大学“求是杯”案例分析大赛，参赛论文题为《政府规制撬开网约车瓶颈——基于制度主义理论分析》，比赛成绩不理想，但是在老师的帮助下，我才从中学习运用专业理论知识，收获颇丰。,政府规制撬开网约车瓶颈 ——基于制度主义理论分析,本文以制度主义理论分析了政府不同阶段不同规制的原因，对该理论对于政府规制对网约车行业发展影响分析中优势进行归纳和概括，也能够为理解长期以来激烈的网约车政策论争提供一个分析视角，有助于我们更好地认识类似复杂政府规制的内在实质。,,国家级,,,,,,,,,
261,164,基于动能转化的城市候车节能装置,本套装置基于动能转化的城市候车系统包括动能集中收集与转化模块、蓄电池的电能储存模块，控制管理分配模块，奖励机制模块等四大部分。主要由往复踩踏式动能发电装置、控制器、蓄电池、光感应器、栏杆及显示屏等装置组成。实现了动能的收集、转化、管理和应用，为周边的照明设施提供电能，推广性强。将人们自身的运动通过踩踏转化为电能，降低了能耗，同时锻炼了身体，增加了候车的趣味性。,该装置可以使人们有效利用等车的时间放松休息，通过自身的活动产生电能，降低城市能源消耗，缓解电能紧缺的状况。,以第一作者撰写论文《基于人性化设计理念的城市候车节能装置设计》在《数码世界》上。,,省市级,,,,,,,,,
263,230,政治绩效与政治信任,本文探讨了政务、经济、公共服务三者对政治信任影响程度。运用亚洲民主调查数据，公众对政府机关的信任可以分为两个因子： “距离型政务因子”、“接触型政务因子”。多元回归分析表明，除性别、年龄、教育程度等因素对政治信任影响显著外，在经济绩效、公共服务绩效、政务绩效三者中，政务绩效对政治信任影响最大。作者认为，在保证经济发展的同时，还应从更广泛的范围考虑政治信任的提升渠道，如更加重视规范政务人员执政行为、积极响应公众诉求。,政府规制撬开网约车瓶颈 ——基于制度主义理论分析,1.人们对国家经济状况、家庭经济状况越满意，其政治信任就越高。2.公共服务对接触型政府的政治信任影响力大于距离型政府。3.政务绩效对距离型政府（16.4%）和接触型政府（26%）相比控制变量对距离型政府（5.5%）和接触性政府的（1.6%）有明显提高。通过模型整体性检验，说明政务绩效中三个因子对政治信任两个因子均具有显著影响。4.国家经济绩效对距离型政府仍有显著影响，但是对接触型政府不再具有显著影响。家庭经济绩效在加入公共服务绩效、政务绩效后对政治信任不具备显著性。,1537278558,省市级,,,,,,,,,
264,164,智能产蛋箱,研制了基于工业设计理念的单元式智能产蛋箱，箱体利用仿生学，占地面积小，促使种鸡更快适应产蛋箱环境，实现对种蛋的收集与标记并排除干扰，满足不同数量和规模的选育要求；研发了蛋鸡个体产蛋信息记录软件，实现了对个体蛋鸡产蛋信息的精确稳定及连续记录与分析，利用重力感应、RFID以及紫外线消毒等技术，为遗传育种的研究提供便利。,实现对种鸡信息的识别，对种蛋的标码与储存，加快遗传进程，提高选育精度和效率。,获河北省第八届大学生工业设计创新大赛三等奖,1537278963,省市级,,,,,,,,,
266,228,基于传统合院式空间的现代居住区景观设计,中国的城市尤其是北方的城市在地域，文化，气候多方面影响下形成了四合院这种独特的城市住宅结构形式，它对于今天的城市社区景观形态塑造有着特殊的借鉴意义，尤其在于帮助理解景观的形态结构参与培育多元化交互性的可行性及实施策略。本课题研究主要基于四合院空间的形态特征和结构属性的分析，探索适宜于今天城市社区景观交互性构建差异化设计方法及可行性策略。,通过文献整理和案例分析，总结出基于合院式空间结构的城市社区景观交互性的理论研究。,发表论文《基于合院式空间结构的社区景观交互性研究》，第三作者发表期刊：《兰州工业学院学报》 ISSN:1009-2269 ,1537281440,省市级,,,,,,,,,
267,270,不同菌剂对马占相思树皮基质化利用的研究,以细颗粒（直径<1 mm，T）和粗颗粒（直径1-3 mm,,,,,,,,,,,,,
268,270,油茶落叶分解对土壤养分及菊花生长的影响,为探究林药套种模式下主栽树种油茶落叶分解规律及其对土壤养分含量及药用菊花生长的影响，本研究以油茶落叶和杭菊扦插苗为试验材料，采用分解袋法检测油茶落叶的分解及养分释放动态，以不添加油茶落叶为对照，取75、130、185、240g油茶落叶与2 kg土壤混匀作为处理1、处理2、处理3和处理4，采用盆栽试验研究不同油茶落叶施入量对杭菊生长及其养分含量的影响。,油茶落叶对杭菊生长及菊花产量均有显著促进作用，但油茶落叶分解速率以及氮磷钾养分释放速率不均衡，应注意人工施肥以保证养分充分供应。,论文《油茶落叶分解对土壤养分及药用菊花生长的影响》现已被《安徽农业大学学报》收稿。,1537293208,国家级,,,,,,,,,
269,270,宏林生物技术有限责任公司,该项目是一个以多花黄精林下栽培新技术为载体，开发药食两用产品的创业项目。以“公司+农户”为发展策略，通过与林农建立合作共赢关系，公司对高营养价值、高产量的多花黄精进行收购并加工成黄精粉和黄精脯的形式后推广到市场。该项目提倡并带动林农致富，实现林区扶贫，提高林农科学种植意识，并为湖南省乃至全国的保健食品产业的发展提供一定的技术借鉴价值，为新时代的新农村朝着生态友好型与发展型的方向发展提供技术指导。,,作品《宏林生物技术有限责任公司》获得校级二等奖。,1537293505,,,,,,,,,,
270,409,世界遗产少林寺初祖庵虫害监测与防治,通过实地调研勘测，现场运用超声波等技术，扫描受损截面特征，从而勾勒出整体木构架残损现状并分析原因。,斗拱残损类型主要有离缝，拔榫，孔洞，开裂，溃裂，剥离，残损七类。已明确主要成因有受力损伤，生物侵蚀，材质退化三种。,已撰写《少林寺初祖庵大殿木构架调研现状及思考》并投稿中。,,,,,,,,,,,
271,534,英语专业课程设置与学生职业发展相关性研究,本研究试图通过采访从事与英语相关工作的英语专业毕业生，采访其对英语专业课程内容的想法和职业发展经验，对照现今高校英语专业课程设置，来了解现在英专课程设置的优缺点、需要改进的地方。从而为如今英语专业课程设置的改善提供值得借鉴的参考依据。,建议以参与式教学模式为方向进行主导，强调学生在整个教学过程中的作用，强调以学生为中心,2018.2发表论文《英语专业课程设置与学生职业发展相关性研究》,,,,,,,,,,,
272,534,China Open 中国东部辩论公开赛,英语辩论,英语辩论,省级一等奖,1537323280,省市级,,,,,,,,,
273,534,第21届外研社杯全国大学生英语辩论,英语辩论,英语辩论,省级（华北）二等奖,1537323459,省市级,,,,,,,,,
274,534,第九届北京市大学生英语演讲,英语演讲,英语演讲,市级三等奖,1537323640,省市级,,,,,,,,,
275,274,胡杨功能基因组研究平台构建和功能基因发掘,在胡杨基因组片段转化拟南芥表型研究的基础上，将转化植株换成烟草，继续探究胡杨基因组片段转化对植株表型的影响，对比野生型和转化型的性状表现，对胡杨基因功能进一步验证。目前烟草转化已经完成，处于表型观察阶段，下一步会进行DNA测序。,尚未得出结论,无,,,,,,,,,,,
