,i,project,label
2264,263.0,石家庄“汉德宜”手帕有限责任公司1.创业计划书2.河北省“互联网＋”创新创业大赛省级铜奖国家级,0.0
2265,263.0,河北省太行山区六次产业融合发展提升路径分析 河北经贸大学公共管理学院 创新创业立项大赛一等奖其他,0.0
2266,263.0,农村土地托管现状及农民参与意愿影响因素分析调查报告：《农村土地托管现状及农民参与意愿影响因素分析——基于石家庄市鹿泉区的调查研究》其他,0.0
2267,263.0,乡村振兴战略下板栗期货的可行性探究期刊论文《乡村振兴战略下板栗期货的可行性探究——以青龙满族自治县为例》省市级,0.0
2268,263.0,中小型企业开拓国际市场初期风险规避及积极影响期刊论文《中小型企业开拓国际市场初期风险规避及积极影响——以玉田县印机企业为例》国家级,0.0
2269,263.0,石家庄“汉德宜”手帕有限责任公司1.创业计划书2.河北省“互联网＋”创新创业大赛省级铜奖国家级,0.0
2270,263.0,河北省太行山区六次产业融合发展提升路径分析 河北经贸大学公共管理学院 创新创业立项大赛一等奖其他,0.0
2271,263.0,农村土地托管现状及农民参与意愿影响因素分析调查报告：《农村土地托管现状及农民参与意愿影响因素分析——基于石家庄市鹿泉区的调查研究》其他,0.0
2272,263.0,乡村振兴战略下板栗期货的可行性探究期刊论文《乡村振兴战略下板栗期货的可行性探究——以青龙满族自治县为例》省市级,0.0
2273,263.0,中小型企业开拓国际市场初期风险规避及积极影响期刊论文《中小型企业开拓国际市场初期风险规避及积极影响——以玉田县印机企业为例》国家级,0.0
2274,263.0,石家庄“汉德宜”手帕有限责任公司1.创业计划书2.河北省“互联网＋”创新创业大赛省级铜奖国家级,0.0
2275,263.0,河北省太行山区六次产业融合发展提升路径分析 河北经贸大学公共管理学院 创新创业立项大赛一等奖其他,0.0
2276,263.0,农村土地托管现状及农民参与意愿影响因素分析调查报告：《农村土地托管现状及农民参与意愿影响因素分析——基于石家庄市鹿泉区的调查研究》其他,0.0
2277,263.0,乡村振兴战略下板栗期货的可行性探究期刊论文《乡村振兴战略下板栗期货的可行性探究——以青龙满族自治县为例》省市级,0.0
2278,263.0,中小型企业开拓国际市场初期风险规避及积极影响期刊论文《中小型企业开拓国际市场初期风险规避及积极影响——以玉田县印机企业为例》国家级,0.0
2279,263.0,石家庄“汉德宜”手帕有限责任公司1.创业计划书2.河北省“互联网＋”创新创业大赛省级铜奖国家级,0.0
2280,263.0,河北省太行山区六次产业融合发展提升路径分析 河北经贸大学公共管理学院 创新创业立项大赛一等奖其他,0.0
2281,263.0,农村土地托管现状及农民参与意愿影响因素分析调查报告：《农村土地托管现状及农民参与意愿影响因素分析——基于石家庄市鹿泉区的调查研究》其他,0.0
2282,263.0,乡村振兴战略下板栗期货的可行性探究期刊论文《乡村振兴战略下板栗期货的可行性探究——以青龙满族自治县为例》省市级,0.0
2283,263.0,中小型企业开拓国际市场初期风险规避及积极影响期刊论文《中小型企业开拓国际市场初期风险规避及积极影响——以玉田县印机企业为例》国家级,0.0
2284,263.0,石家庄“汉德宜”手帕有限责任公司1.创业计划书2.河北省“互联网＋”创新创业大赛省级铜奖国家级,0.0
2285,263.0,河北省太行山区六次产业融合发展提升路径分析 河北经贸大学公共管理学院 创新创业立项大赛一等奖其他,0.0
2286,263.0,农村土地托管现状及农民参与意愿影响因素分析调查报告：《农村土地托管现状及农民参与意愿影响因素分析——基于石家庄市鹿泉区的调查研究》其他,0.0
2287,263.0,乡村振兴战略下板栗期货的可行性探究期刊论文《乡村振兴战略下板栗期货的可行性探究——以青龙满族自治县为例》省市级,0.0
2288,263.0,中小型企业开拓国际市场初期风险规避及积极影响期刊论文《中小型企业开拓国际市场初期风险规避及积极影响——以玉田县印机企业为例》国家级,0.0
2289,263.0,石家庄“汉德宜”手帕有限责任公司1.创业计划书2.河北省“互联网＋”创新创业大赛省级铜奖国家级,0.0
2290,263.0,河北省太行山区六次产业融合发展提升路径分析 河北经贸大学公共管理学院 创新创业立项大赛一等奖其他,0.0
2291,263.0,农村土地托管现状及农民参与意愿影响因素分析调查报告：《农村土地托管现状及农民参与意愿影响因素分析——基于石家庄市鹿泉区的调查研究》其他,0.0
2292,263.0,乡村振兴战略下板栗期货的可行性探究期刊论文《乡村振兴战略下板栗期货的可行性探究——以青龙满族自治县为例》省市级,0.0
2293,263.0,中小型企业开拓国际市场初期风险规避及积极影响期刊论文《中小型企业开拓国际市场初期风险规避及积极影响——以玉田县印机企业为例》国家级,0.0
2294,263.0,石家庄“汉德宜”手帕有限责任公司1.创业计划书2.河北省“互联网＋”创新创业大赛省级铜奖国家级,0.0
2295,263.0,河北省太行山区六次产业融合发展提升路径分析 河北经贸大学公共管理学院 创新创业立项大赛一等奖其他,0.0
2296,263.0,农村土地托管现状及农民参与意愿影响因素分析调查报告：《农村土地托管现状及农民参与意愿影响因素分析——基于石家庄市鹿泉区的调查研究》其他,0.0
2297,263.0,乡村振兴战略下板栗期货的可行性探究期刊论文《乡村振兴战略下板栗期货的可行性探究——以青龙满族自治县为例》省市级,0.0
2298,263.0,中小型企业开拓国际市场初期风险规避及积极影响期刊论文《中小型企业开拓国际市场初期风险规避及积极影响——以玉田县印机企业为例》国家级,0.0
2299,263.0,石家庄“汉德宜”手帕有限责任公司1.创业计划书2.河北省“互联网＋”创新创业大赛省级铜奖国家级,0.0
2300,263.0,河北省太行山区六次产业融合发展提升路径分析 河北经贸大学公共管理学院 创新创业立项大赛一等奖其他,0.0
2301,263.0,农村土地托管现状及农民参与意愿影响因素分析调查报告：《农村土地托管现状及农民参与意愿影响因素分析——基于石家庄市鹿泉区的调查研究》其他,0.0
2302,263.0,乡村振兴战略下板栗期货的可行性探究期刊论文《乡村振兴战略下板栗期货的可行性探究——以青龙满族自治县为例》省市级,0.0
2303,263.0,中小型企业开拓国际市场初期风险规避及积极影响期刊论文《中小型企业开拓国际市场初期风险规避及积极影响——以玉田县印机企业为例》国家级,0.0
2304,263.0,石家庄“汉德宜”手帕有限责任公司1.创业计划书2.河北省“互联网＋”创新创业大赛省级铜奖国家级,0.0
2305,263.0,河北省太行山区六次产业融合发展提升路径分析 河北经贸大学公共管理学院 创新创业立项大赛一等奖其他,0.0
2306,263.0,农村土地托管现状及农民参与意愿影响因素分析调查报告：《农村土地托管现状及农民参与意愿影响因素分析——基于石家庄市鹿泉区的调查研究》其他,0.0
2307,263.0,乡村振兴战略下板栗期货的可行性探究期刊论文《乡村振兴战略下板栗期货的可行性探究——以青龙满族自治县为例》省市级,0.0
2308,263.0,中小型企业开拓国际市场初期风险规避及积极影响期刊论文《中小型企业开拓国际市场初期风险规避及积极影响——以玉田县印机企业为例》国家级,0.0
2309,263.0,石家庄“汉德宜”手帕有限责任公司1.创业计划书2.河北省“互联网＋”创新创业大赛省级铜奖国家级,0.0
2310,263.0,河北省太行山区六次产业融合发展提升路径分析 河北经贸大学公共管理学院 创新创业立项大赛一等奖其他,0.0
2311,263.0,农村土地托管现状及农民参与意愿影响因素分析调查报告：《农村土地托管现状及农民参与意愿影响因素分析——基于石家庄市鹿泉区的调查研究》其他,0.0
2312,263.0,乡村振兴战略下板栗期货的可行性探究期刊论文《乡村振兴战略下板栗期货的可行性探究——以青龙满族自治县为例》省市级,0.0
2313,263.0,中小型企业开拓国际市场初期风险规避及积极影响期刊论文《中小型企业开拓国际市场初期风险规避及积极影响——以玉田县印机企业为例》国家级,0.0
2314,263.0,石家庄“汉德宜”手帕有限责任公司1.创业计划书2.河北省“互联网＋”创新创业大赛省级铜奖国家级,0.0
2315,263.0,河北省太行山区六次产业融合发展提升路径分析 河北经贸大学公共管理学院 创新创业立项大赛一等奖其他,0.0
2316,263.0,农村土地托管现状及农民参与意愿影响因素分析调查报告：《农村土地托管现状及农民参与意愿影响因素分析——基于石家庄市鹿泉区的调查研究》其他,0.0
2317,263.0,乡村振兴战略下板栗期货的可行性探究期刊论文《乡村振兴战略下板栗期货的可行性探究——以青龙满族自治县为例》省市级,0.0
2318,263.0,中小型企业开拓国际市场初期风险规避及积极影响期刊论文《中小型企业开拓国际市场初期风险规避及积极影响——以玉田县印机企业为例》国家级,0.0
2319,263.0,石家庄“汉德宜”手帕有限责任公司1.创业计划书2.河北省“互联网＋”创新创业大赛省级铜奖国家级,0.0
2320,263.0,河北省太行山区六次产业融合发展提升路径分析 河北经贸大学公共管理学院 创新创业立项大赛一等奖其他,0.0
2321,263.0,农村土地托管现状及农民参与意愿影响因素分析调查报告：《农村土地托管现状及农民参与意愿影响因素分析——基于石家庄市鹿泉区的调查研究》其他,0.0
2322,263.0,乡村振兴战略下板栗期货的可行性探究期刊论文《乡村振兴战略下板栗期货的可行性探究——以青龙满族自治县为例》省市级,0.0
2323,263.0,中小型企业开拓国际市场初期风险规避及积极影响期刊论文《中小型企业开拓国际市场初期风险规避及积极影响——以玉田县印机企业为例》国家级,0.0
2324,263.0,石家庄“汉德宜”手帕有限责任公司1.创业计划书2.河北省“互联网＋”创新创业大赛省级铜奖国家级,0.0
2325,263.0,河北省太行山区六次产业融合发展提升路径分析 河北经贸大学公共管理学院 创新创业立项大赛一等奖其他,0.0
2326,263.0,农村土地托管现状及农民参与意愿影响因素分析调查报告：《农村土地托管现状及农民参与意愿影响因素分析——基于石家庄市鹿泉区的调查研究》其他,0.0
2327,263.0,乡村振兴战略下板栗期货的可行性探究期刊论文《乡村振兴战略下板栗期货的可行性探究——以青龙满族自治县为例》省市级,0.0
2328,263.0,中小型企业开拓国际市场初期风险规避及积极影响期刊论文《中小型企业开拓国际市场初期风险规避及积极影响——以玉田县印机企业为例》国家级,0.0
2329,265.0,000,1.0
2330,265.0,000,1.0
2331,265.0,000,1.0
2332,265.0,000,1.0
2333,265.0,000,1.0
2334,266.0,论文《我国钢铁业遭遇反倾销的研究》发表于《消费导刊》2019年第27期国家级,0.0
2335,267.0,000,1.0
2336,269.0,企业互联网营销IP形象策划设计本项目服务于江苏华泰生态园产品——梨产品，满足艺术内容在新媒体方面的传递需求，从梨的形象入手，针对艺术内容特点，设计符合艺术内容传播的产品角色和动画作品，升华企业文化，实现产品的跨界增值。省市级,0.0
2337,270.0,第十届园冶杯大学生国际竞赛竞赛获奖国家级,0.0
2338,270.0,关于2018年“乡村稼穑情?振兴中国梦”专项社会实践。2018年“乡村稼穑情?振兴中国梦”全国农科学子聚力乡村振兴全国大学生暑期社会实践专项行动优秀团队铜奖。其他,0.0
2339,270.0,基于植物多样性的城市水体景观营造方法探讨第一作者发表《基于植物多样性的城市水体景观营造方法探讨》《设计》2019第2期（SCD）其他,0.0
2340,270.0,.关于生态宜居美丽乡村建设的调查与思考重点把握乡村清洁环境引导与群众自发设计，在资金的支持下，通过问题提出与分析，以期为襄州区美丽乡村的发展提供参考。其他,0.0
2341,270.0,浅析古典园林中的音乐艺术元素第一作者发表《浅析古典园林中的音乐艺术元素》	《大众文艺》2019第5期（SCD）其他,0.0
2342,270.0,实用新型专利（受理中）本实用新型所要解决的技术问题就是针对现有技术中的立体绿化绿植存活周期短，需土量大、自重较大，后期维护成本高、维护难度大等缺陷。提供一种轻质景观用绿植种植装置以解决上述问题。其他,0.0
2343,270.0,《“金陵新四十八景”调查及其数字化构建》00,0.0
2344,270.0,第十届园冶杯大学生国际竞赛竞赛获奖国家级,0.0
2345,270.0,关于2018年“乡村稼穑情?振兴中国梦”专项社会实践。2018年“乡村稼穑情?振兴中国梦”全国农科学子聚力乡村振兴全国大学生暑期社会实践专项行动优秀团队铜奖。其他,0.0
2346,270.0,基于植物多样性的城市水体景观营造方法探讨第一作者发表《基于植物多样性的城市水体景观营造方法探讨》《设计》2019第2期（SCD）其他,0.0
2347,270.0,.关于生态宜居美丽乡村建设的调查与思考重点把握乡村清洁环境引导与群众自发设计，在资金的支持下，通过问题提出与分析，以期为襄州区美丽乡村的发展提供参考。其他,0.0
2348,270.0,浅析古典园林中的音乐艺术元素第一作者发表《浅析古典园林中的音乐艺术元素》	《大众文艺》2019第5期（SCD）其他,0.0
2349,270.0,实用新型专利（受理中）本实用新型所要解决的技术问题就是针对现有技术中的立体绿化绿植存活周期短，需土量大、自重较大，后期维护成本高、维护难度大等缺陷。提供一种轻质景观用绿植种植装置以解决上述问题。其他,0.0
2350,270.0,《“金陵新四十八景”调查及其数字化构建》00,0.0
2351,270.0,第十届园冶杯大学生国际竞赛竞赛获奖国家级,0.0
2352,270.0,关于2018年“乡村稼穑情?振兴中国梦”专项社会实践。2018年“乡村稼穑情?振兴中国梦”全国农科学子聚力乡村振兴全国大学生暑期社会实践专项行动优秀团队铜奖。其他,0.0
2353,270.0,基于植物多样性的城市水体景观营造方法探讨第一作者发表《基于植物多样性的城市水体景观营造方法探讨》《设计》2019第2期（SCD）其他,0.0
2354,270.0,.关于生态宜居美丽乡村建设的调查与思考重点把握乡村清洁环境引导与群众自发设计，在资金的支持下，通过问题提出与分析，以期为襄州区美丽乡村的发展提供参考。其他,0.0
2355,270.0,浅析古典园林中的音乐艺术元素第一作者发表《浅析古典园林中的音乐艺术元素》	《大众文艺》2019第5期（SCD）其他,0.0
2356,270.0,实用新型专利（受理中）本实用新型所要解决的技术问题就是针对现有技术中的立体绿化绿植存活周期短，需土量大、自重较大，后期维护成本高、维护难度大等缺陷。提供一种轻质景观用绿植种植装置以解决上述问题。其他,0.0
2357,270.0,《“金陵新四十八景”调查及其数字化构建》00,0.0
2358,270.0,第十届园冶杯大学生国际竞赛竞赛获奖国家级,0.0
2359,270.0,关于2018年“乡村稼穑情?振兴中国梦”专项社会实践。2018年“乡村稼穑情?振兴中国梦”全国农科学子聚力乡村振兴全国大学生暑期社会实践专项行动优秀团队铜奖。其他,0.0
2360,270.0,基于植物多样性的城市水体景观营造方法探讨第一作者发表《基于植物多样性的城市水体景观营造方法探讨》《设计》2019第2期（SCD）其他,0.0
2361,270.0,.关于生态宜居美丽乡村建设的调查与思考重点把握乡村清洁环境引导与群众自发设计，在资金的支持下，通过问题提出与分析，以期为襄州区美丽乡村的发展提供参考。其他,0.0
2362,270.0,浅析古典园林中的音乐艺术元素第一作者发表《浅析古典园林中的音乐艺术元素》	《大众文艺》2019第5期（SCD）其他,0.0
2363,270.0,实用新型专利（受理中）本实用新型所要解决的技术问题就是针对现有技术中的立体绿化绿植存活周期短，需土量大、自重较大，后期维护成本高、维护难度大等缺陷。提供一种轻质景观用绿植种植装置以解决上述问题。其他,0.0
2364,270.0,《“金陵新四十八景”调查及其数字化构建》00,0.0
2365,270.0,第十届园冶杯大学生国际竞赛竞赛获奖国家级,0.0
2366,270.0,关于2018年“乡村稼穑情?振兴中国梦”专项社会实践。2018年“乡村稼穑情?振兴中国梦”全国农科学子聚力乡村振兴全国大学生暑期社会实践专项行动优秀团队铜奖。其他,0.0
2367,270.0,基于植物多样性的城市水体景观营造方法探讨第一作者发表《基于植物多样性的城市水体景观营造方法探讨》《设计》2019第2期（SCD）其他,0.0
2368,270.0,.关于生态宜居美丽乡村建设的调查与思考重点把握乡村清洁环境引导与群众自发设计，在资金的支持下，通过问题提出与分析，以期为襄州区美丽乡村的发展提供参考。其他,0.0
2369,270.0,浅析古典园林中的音乐艺术元素第一作者发表《浅析古典园林中的音乐艺术元素》	《大众文艺》2019第5期（SCD）其他,0.0
2370,270.0,实用新型专利（受理中）本实用新型所要解决的技术问题就是针对现有技术中的立体绿化绿植存活周期短，需土量大、自重较大，后期维护成本高、维护难度大等缺陷。提供一种轻质景观用绿植种植装置以解决上述问题。其他,0.0
2371,270.0,《“金陵新四十八景”调查及其数字化构建》00,0.0
2372,270.0,第十届园冶杯大学生国际竞赛竞赛获奖国家级,0.0
2373,270.0,关于2018年“乡村稼穑情?振兴中国梦”专项社会实践。2018年“乡村稼穑情?振兴中国梦”全国农科学子聚力乡村振兴全国大学生暑期社会实践专项行动优秀团队铜奖。其他,0.0
2374,270.0,基于植物多样性的城市水体景观营造方法探讨第一作者发表《基于植物多样性的城市水体景观营造方法探讨》《设计》2019第2期（SCD）其他,0.0
2375,270.0,.关于生态宜居美丽乡村建设的调查与思考重点把握乡村清洁环境引导与群众自发设计，在资金的支持下，通过问题提出与分析，以期为襄州区美丽乡村的发展提供参考。其他,0.0
2376,270.0,浅析古典园林中的音乐艺术元素第一作者发表《浅析古典园林中的音乐艺术元素》	《大众文艺》2019第5期（SCD）其他,0.0
2377,270.0,实用新型专利（受理中）本实用新型所要解决的技术问题就是针对现有技术中的立体绿化绿植存活周期短，需土量大、自重较大，后期维护成本高、维护难度大等缺陷。提供一种轻质景观用绿植种植装置以解决上述问题。其他,0.0
2378,270.0,《“金陵新四十八景”调查及其数字化构建》00,0.0
2379,270.0,第十届园冶杯大学生国际竞赛竞赛获奖国家级,0.0
2380,270.0,关于2018年“乡村稼穑情?振兴中国梦”专项社会实践。2018年“乡村稼穑情?振兴中国梦”全国农科学子聚力乡村振兴全国大学生暑期社会实践专项行动优秀团队铜奖。其他,0.0
2381,270.0,基于植物多样性的城市水体景观营造方法探讨第一作者发表《基于植物多样性的城市水体景观营造方法探讨》《设计》2019第2期（SCD）其他,0.0
2382,270.0,.关于生态宜居美丽乡村建设的调查与思考重点把握乡村清洁环境引导与群众自发设计，在资金的支持下，通过问题提出与分析，以期为襄州区美丽乡村的发展提供参考。其他,0.0
2383,270.0,浅析古典园林中的音乐艺术元素第一作者发表《浅析古典园林中的音乐艺术元素》	《大众文艺》2019第5期（SCD）其他,0.0
2384,270.0,实用新型专利（受理中）本实用新型所要解决的技术问题就是针对现有技术中的立体绿化绿植存活周期短，需土量大、自重较大，后期维护成本高、维护难度大等缺陷。提供一种轻质景观用绿植种植装置以解决上述问题。其他,0.0
2385,270.0,《“金陵新四十八景”调查及其数字化构建》00,0.0
2386,270.0,第十届园冶杯大学生国际竞赛竞赛获奖国家级,0.0
2387,270.0,关于2018年“乡村稼穑情?振兴中国梦”专项社会实践。2018年“乡村稼穑情?振兴中国梦”全国农科学子聚力乡村振兴全国大学生暑期社会实践专项行动优秀团队铜奖。其他,0.0
2388,270.0,基于植物多样性的城市水体景观营造方法探讨第一作者发表《基于植物多样性的城市水体景观营造方法探讨》《设计》2019第2期（SCD）其他,0.0
2389,270.0,.关于生态宜居美丽乡村建设的调查与思考重点把握乡村清洁环境引导与群众自发设计，在资金的支持下，通过问题提出与分析，以期为襄州区美丽乡村的发展提供参考。其他,0.0
2390,270.0,浅析古典园林中的音乐艺术元素第一作者发表《浅析古典园林中的音乐艺术元素》	《大众文艺》2019第5期（SCD）其他,0.0
2391,270.0,实用新型专利（受理中）本实用新型所要解决的技术问题就是针对现有技术中的立体绿化绿植存活周期短，需土量大、自重较大，后期维护成本高、维护难度大等缺陷。提供一种轻质景观用绿植种植装置以解决上述问题。其他,0.0
2392,270.0,《“金陵新四十八景”调查及其数字化构建》00,0.0
2393,270.0,第十届园冶杯大学生国际竞赛竞赛获奖国家级,0.0
2394,270.0,关于2018年“乡村稼穑情?振兴中国梦”专项社会实践。2018年“乡村稼穑情?振兴中国梦”全国农科学子聚力乡村振兴全国大学生暑期社会实践专项行动优秀团队铜奖。其他,0.0
2395,270.0,基于植物多样性的城市水体景观营造方法探讨第一作者发表《基于植物多样性的城市水体景观营造方法探讨》《设计》2019第2期（SCD）其他,0.0
2396,270.0,.关于生态宜居美丽乡村建设的调查与思考重点把握乡村清洁环境引导与群众自发设计，在资金的支持下，通过问题提出与分析，以期为襄州区美丽乡村的发展提供参考。其他,0.0
2397,270.0,浅析古典园林中的音乐艺术元素第一作者发表《浅析古典园林中的音乐艺术元素》	《大众文艺》2019第5期（SCD）其他,0.0
2398,270.0,实用新型专利（受理中）本实用新型所要解决的技术问题就是针对现有技术中的立体绿化绿植存活周期短，需土量大、自重较大，后期维护成本高、维护难度大等缺陷。提供一种轻质景观用绿植种植装置以解决上述问题。其他,0.0
2399,270.0,《“金陵新四十八景”调查及其数字化构建》00,0.0
2400,270.0,第十届园冶杯大学生国际竞赛竞赛获奖国家级,0.0
2401,270.0,关于2018年“乡村稼穑情?振兴中国梦”专项社会实践。2018年“乡村稼穑情?振兴中国梦”全国农科学子聚力乡村振兴全国大学生暑期社会实践专项行动优秀团队铜奖。其他,0.0
2402,270.0,基于植物多样性的城市水体景观营造方法探讨第一作者发表《基于植物多样性的城市水体景观营造方法探讨》《设计》2019第2期（SCD）其他,0.0
2403,270.0,.关于生态宜居美丽乡村建设的调查与思考重点把握乡村清洁环境引导与群众自发设计，在资金的支持下，通过问题提出与分析，以期为襄州区美丽乡村的发展提供参考。其他,0.0
2404,270.0,浅析古典园林中的音乐艺术元素第一作者发表《浅析古典园林中的音乐艺术元素》	《大众文艺》2019第5期（SCD）其他,0.0
2405,270.0,实用新型专利（受理中）本实用新型所要解决的技术问题就是针对现有技术中的立体绿化绿植存活周期短，需土量大、自重较大，后期维护成本高、维护难度大等缺陷。提供一种轻质景观用绿植种植装置以解决上述问题。其他,0.0
2406,270.0,《“金陵新四十八景”调查及其数字化构建》00,0.0
2407,270.0,第十届园冶杯大学生国际竞赛竞赛获奖国家级,0.0
2408,270.0,关于2018年“乡村稼穑情?振兴中国梦”专项社会实践。2018年“乡村稼穑情?振兴中国梦”全国农科学子聚力乡村振兴全国大学生暑期社会实践专项行动优秀团队铜奖。其他,0.0
2409,270.0,基于植物多样性的城市水体景观营造方法探讨第一作者发表《基于植物多样性的城市水体景观营造方法探讨》《设计》2019第2期（SCD）其他,0.0
2410,270.0,.关于生态宜居美丽乡村建设的调查与思考重点把握乡村清洁环境引导与群众自发设计，在资金的支持下，通过问题提出与分析，以期为襄州区美丽乡村的发展提供参考。其他,0.0
2411,270.0,浅析古典园林中的音乐艺术元素第一作者发表《浅析古典园林中的音乐艺术元素》	《大众文艺》2019第5期（SCD）其他,0.0
2412,270.0,实用新型专利（受理中）本实用新型所要解决的技术问题就是针对现有技术中的立体绿化绿植存活周期短，需土量大、自重较大，后期维护成本高、维护难度大等缺陷。提供一种轻质景观用绿植种植装置以解决上述问题。其他,0.0
2413,270.0,《“金陵新四十八景”调查及其数字化构建》00,0.0
2414,271.0,合肥工业大学大学生创新创业计划1. 研制产品若干2. 编写图库一本3. 拟计划申请专利一项其他,0.0
2415,271.0,大学生暑期三下乡实践活动调研报告、实践日记、视频、新闻通讯稿等若干其他,0.0
2416,271.0,合肥工业大学大学生创新创业计划1. 研制产品若干2. 编写图库一本3. 拟计划申请专利一项其他,0.0
2417,271.0,大学生暑期三下乡实践活动调研报告、实践日记、视频、新闻通讯稿等若干其他,0.0
2418,271.0,合肥工业大学大学生创新创业计划1. 研制产品若干2. 编写图库一本3. 拟计划申请专利一项其他,0.0
2419,271.0,大学生暑期三下乡实践活动调研报告、实践日记、视频、新闻通讯稿等若干其他,0.0
2420,271.0,合肥工业大学大学生创新创业计划1. 研制产品若干2. 编写图库一本3. 拟计划申请专利一项其他,0.0
2421,271.0,大学生暑期三下乡实践活动调研报告、实践日记、视频、新闻通讯稿等若干其他,0.0
2422,271.0,合肥工业大学大学生创新创业计划1. 研制产品若干2. 编写图库一本3. 拟计划申请专利一项其他,0.0
2423,271.0,大学生暑期三下乡实践活动调研报告、实践日记、视频、新闻通讯稿等若干其他,0.0
2424,272.0,000,0.0
2425,272.0,000,0.0
2426,272.0,000,0.0
2427,272.0,000,0.0
2428,272.0,000,0.0
2429,272.0,000,0.0
2430,272.0,000,0.0
2431,272.0,000,0.0
2432,273.0,000,0.0
2433,274.0,000,0.0
2434,274.0,000,0.0
2435,274.0,000,0.0
2436,274.0,000,0.0
2437,274.0,000,0.0
2438,274.0,000,0.0
2439,276.0,喜马拉雅特有植物鬼吹箫的培育及优良单株筛选发表论文一篇，即Study on the Cutting Propagation Technique of Himalayan Leycesteria formosa Wall.Twigs申请发明型专利一项，即一种提高风吹箫（鬼吹箫）扦插育苗成活率的方法技术，第二发明人培育鬼吹箫扦插苗上千株，已应用到学校园林绿化中省市级,1.0
2440,276.0,西藏自治区园林特色专业建设举行一届西藏大学农牧学院园林作品展省市级,1.0
2441,276.0,西藏药用观赏植物收集与利用发表论文四篇通过相应的培育技术，获得西藏红豆杉上百株，获得锐齿凤仙花上百株，获得多肉植物石莲上百株，获得多蕊金丝桃几十株，获得藏波罗花上百株，获得岩白菜上百株，获得西藏鹿蹄草上百株，获得黄花木上百株，获得鬼吹箫上千株，等省市级,1.0
2442,276.0,喜马拉雅特有植物鬼吹箫的培育及优良单株筛选发表论文一篇，即Study on the Cutting Propagation Technique of Himalayan Leycesteria formosa Wall.Twigs申请发明型专利一项，即一种提高风吹箫（鬼吹箫）扦插育苗成活率的方法技术，第二发明人培育鬼吹箫扦插苗上千株，已应用到学校园林绿化中省市级,1.0
2443,276.0,西藏自治区园林特色专业建设举行一届西藏大学农牧学院园林作品展省市级,1.0
2444,276.0,西藏药用观赏植物收集与利用发表论文四篇通过相应的培育技术，获得西藏红豆杉上百株，获得锐齿凤仙花上百株，获得多肉植物石莲上百株，获得多蕊金丝桃几十株，获得藏波罗花上百株，获得岩白菜上百株，获得西藏鹿蹄草上百株，获得黄花木上百株，获得鬼吹箫上千株，等省市级,1.0
2445,276.0,喜马拉雅特有植物鬼吹箫的培育及优良单株筛选发表论文一篇，即Study on the Cutting Propagation Technique of Himalayan Leycesteria formosa Wall.Twigs申请发明型专利一项，即一种提高风吹箫（鬼吹箫）扦插育苗成活率的方法技术，第二发明人培育鬼吹箫扦插苗上千株，已应用到学校园林绿化中省市级,1.0
2446,276.0,西藏自治区园林特色专业建设举行一届西藏大学农牧学院园林作品展省市级,1.0
2447,276.0,西藏药用观赏植物收集与利用发表论文四篇通过相应的培育技术，获得西藏红豆杉上百株，获得锐齿凤仙花上百株，获得多肉植物石莲上百株，获得多蕊金丝桃几十株，获得藏波罗花上百株，获得岩白菜上百株，获得西藏鹿蹄草上百株，获得黄花木上百株，获得鬼吹箫上千株，等省市级,1.0
2448,276.0,喜马拉雅特有植物鬼吹箫的培育及优良单株筛选发表论文一篇，即Study on the Cutting Propagation Technique of Himalayan Leycesteria formosa Wall.Twigs申请发明型专利一项，即一种提高风吹箫（鬼吹箫）扦插育苗成活率的方法技术，第二发明人培育鬼吹箫扦插苗上千株，已应用到学校园林绿化中省市级,1.0
2449,276.0,西藏自治区园林特色专业建设举行一届西藏大学农牧学院园林作品展省市级,1.0
2450,276.0,西藏药用观赏植物收集与利用发表论文四篇通过相应的培育技术，获得西藏红豆杉上百株，获得锐齿凤仙花上百株，获得多肉植物石莲上百株，获得多蕊金丝桃几十株，获得藏波罗花上百株，获得岩白菜上百株，获得西藏鹿蹄草上百株，获得黄花木上百株，获得鬼吹箫上千株，等省市级,1.0
2451,276.0,喜马拉雅特有植物鬼吹箫的培育及优良单株筛选发表论文一篇，即Study on the Cutting Propagation Technique of Himalayan Leycesteria formosa Wall.Twigs申请发明型专利一项，即一种提高风吹箫（鬼吹箫）扦插育苗成活率的方法技术，第二发明人培育鬼吹箫扦插苗上千株，已应用到学校园林绿化中省市级,1.0
2452,276.0,西藏自治区园林特色专业建设举行一届西藏大学农牧学院园林作品展省市级,1.0
2453,276.0,西藏药用观赏植物收集与利用发表论文四篇通过相应的培育技术，获得西藏红豆杉上百株，获得锐齿凤仙花上百株，获得多肉植物石莲上百株，获得多蕊金丝桃几十株，获得藏波罗花上百株，获得岩白菜上百株，获得西藏鹿蹄草上百株，获得黄花木上百株，获得鬼吹箫上千株，等省市级,1.0
2454,276.0,喜马拉雅特有植物鬼吹箫的培育及优良单株筛选发表论文一篇，即Study on the Cutting Propagation Technique of Himalayan Leycesteria formosa Wall.Twigs申请发明型专利一项，即一种提高风吹箫（鬼吹箫）扦插育苗成活率的方法技术，第二发明人培育鬼吹箫扦插苗上千株，已应用到学校园林绿化中省市级,1.0
2455,276.0,西藏自治区园林特色专业建设举行一届西藏大学农牧学院园林作品展省市级,1.0
