honour_id,uid,honour_name,specificdesc,certificate,certificate_level,honour_at,create_at
1154,83,校级休闲农园比赛,2018年校级休闲农园比赛：“山居行”（获优胜奖）,public/img/stu/83/honour/83_746faaf2.jpeg,校级,Nov-18,2019/9/17 3:42
1155,326,全国大学生英语竞赛,获得全国大学生英语竞赛C类三等奖,public/img/stu/326/honour/326_f5a03e65.jpeg,国家级,May-17,2019/9/17 3:42
1156,310,辽宁省“外研社·国才,,public/img/stu/310/honour/310_ea1c55da.jpeg,省市级,Dec-18,2019/9/17 3:46
1157,83,校级“十佳团员”,,public/img/stu/83/honour/83_ab643f0d.jpeg,校级,May-18,2019/9/17 3:47
1158,310,2016-2017学年度国家,,public/img/stu/310/honour/310_4aa67c80.jpeg,省市级,Dec-17,2019/9/17 3:47
1159,310,2017-2018学年度国家,,public/img/stu/310/honour/310_9c720002.jpeg,省市级,Dec-18,2019/9/17 3:48
1160,310,2016-2017学年第二学,,public/img/stu/310/honour/310_9b415c3e.jpeg,校级,Dec-17,2019/9/17 3:49
1161,363,第十一届大广赛,国家级 F策划案类作品获得优秀奖,public/img/stu/363/honour/363_34074089.jpeg,国家级,Aug-19,2019/9/17 3:50
1162,310,2017-2018学年第一学,,public/img/stu/310/honour/310_57ecca1a.jpeg,校级,Jun-18,2019/9/17 3:51
1163,310,2017-2018学年第二学,,public/img/stu/310/honour/310_b0797383.jpeg,校级,Nov-18,2019/9/17 3:52
1164,310,2018-2019学年第一学,,public/img/stu/310/honour/310_5552cbd1.png,校级,Jun-19,2019/9/17 3:55
1165,310,2017-2018学年度学校,,public/img/stu/310/honour/310_7af95d8b.jpeg,校级,Dec-18,2019/9/17 3:56
1166,310,2016-2017学年度学校,,public/img/stu/310/honour/310_1e4d815d.jpeg,校级,Nov-17,2019/9/17 3:57
1167,326,全国商业精英挑战赛,全国商业精英挑战赛会计与商业管理案例比赛全国二等奖,public/img/stu/326/honour/326_4faf0af5.jpeg,国家级,Apr-19,2019/9/17 4:01
1168,326,河北省高校财报大赛,河北省高校大学生财报分析比赛二等奖,public/img/stu/326/honour/326_5afc8fa5.jpeg,国家级,Jun-19,2019/9/17 4:03
1169,326,EVC企业价值创造大赛,全国第二届网中网杯高校企业价值创造实战竞赛校内赛三等奖,public/img/stu/326/honour/326_f3db6f89.jpeg,校级,Nov-18,2019/9/17 4:05
1170,326,河北经贸大学财报比赛,河北经贸大学财报比赛一等奖,public/img/stu/326/honour/326_5c057b37.jpeg,院级,Jun-19,2019/9/17 4:07
1171,14,夏令营优秀营员,北京林业大学环境科学与工程学院暑期夏令营,public/img/stu/14/honour/14_2e4c1554.jpeg,其他,Sep-19,2019/9/17 4:21
1172,14,国家励志奖学金,,,国家级,Dec-17,2019/9/17 4:22
1173,14,校一等奖学金,,,校级,Dec-17,2019/9/17 4:23
1174,14,科普创意作品发明大赛,,,校级,May-19,2019/9/17 4:24
1175,14,新媒体作品大赛,,,校级,May-18,2019/9/17 4:24
1176,322,志愿服务优秀个人,,public/img/stu/322/honour/322_4457dbd3.jpeg,院级,May-17,2019/9/17 4:25
1177,14,三好学生,,,校级,Dec-17,2019/9/17 4:25
1178,14,社会活动优秀奖,,,校级,Dec-18,2019/9/17 4:25
1179,14,优秀共青团员,,,校级,May-19,2019/9/17 4:26
1180,14,大学生环保知识竞赛,优秀奖,,国家级,May-19,2019/9/17 4:27
1181,322,红十字优秀会员,,public/img/stu/322/honour/322_a6700e43.jpeg,院级,May-17,2019/9/17 4:28
1182,134,校级二等奖学金,,public/img/stu/134/honour/134_8be33b33.jpeg,校级,Nov-17,2019/9/17 4:30
1183,322,田间技能大赛优秀奖,,public/img/stu/322/honour/322_6d704c61.jpeg,院级,Apr-17,2019/9/17 4:32
1184,322,优秀学生二等奖学金,,public/img/stu/322/honour/322_849640ec.jpeg,校级,Nov-17,2019/9/17 4:33
1185,134,国家励志奖学金,,public/img/stu/134/honour/134_9bffc1af.jpeg,国家级,Mar-19,2019/9/17 4:34
1186,322,校三好学生,,public/img/stu/322/honour/322_8dff0ed1.jpeg,校级,Dec-17,2019/9/17 4:34
1187,134,正大杯实战营销挑战赛,,public/img/stu/134/honour/134_0529e6da.jpeg,校级,Dec-17,2019/9/17 4:35
1188,322,校园安全知识竞赛二等,,public/img/stu/322/honour/322_dbf4c853.jpeg,校级,Nov-17,2019/9/17 4:35
1189,134,大学生足球赛志愿者,,public/img/stu/134/honour/134_b81ab898.jpeg,校级,Sep-17,2019/9/17 4:36
1190,322,救护技能大赛三等奖,,public/img/stu/322/honour/322_858d4819.jpeg,校级,May-18,2019/9/17 4:36
1191,134,计算机二级证书,,public/img/stu/134/honour/134_5d86682d.jpeg,国家级,Sep-18,2019/9/17 4:37
1192,134,五四优秀共青团员,,public/img/stu/134/honour/134_0483694f.jpeg,院级,May-17,2019/9/17 4:38
1193,322,优秀共青团员,,public/img/stu/322/honour/322_c3555d8f.jpeg,院级,May-18,2019/9/17 4:39
1194,322,红十字先进个人,,public/img/stu/322/honour/322_1a87d1ab.jpeg,校级,May-18,2019/9/17 4:40
1195,322,优秀学生一等奖学金,,public/img/stu/322/honour/322_b0ba38dc.jpeg,校级,Nov-18,2019/9/17 4:41
1196,322,国家励志奖学金,,public/img/stu/322/honour/322_3f8ca5c0.jpeg,省市级,Nov-18,2019/9/17 4:42
1197,322,精神文明建设先进个人,,public/img/stu/322/honour/322_8fea3d28.jpeg,校级,Oct-18,2019/9/17 4:43
1198,322,社会工作先进个人,,public/img/stu/322/honour/322_9cad475b.jpeg,校级,Dec-18,2019/9/17 4:44
1200,367,河北大学三好学生,,public/img/stu/367/honour/367_327454fd.jpeg,校级,Dec-17,2019/9/17 4:50
1201,367,优秀学生奖学金二等奖,,public/img/stu/367/honour/367_e194b62c.jpeg,校级,Dec-17,2019/9/17 4:52
1202,367,优秀学生奖学金一等奖,,public/img/stu/367/honour/367_35d07bda.jpeg,校级,Dec-18,2019/9/17 4:52
1203,367,优秀共青团干部,,public/img/stu/367/honour/367_fac24c72.jpeg,校级,May-17,2019/9/17 4:57
1204,367,数学建模竞赛三等奖,,public/img/stu/367/honour/367_29cd736b.jpeg,校级,May-18,2019/9/17 5:01
1208,364,学生奖学金一等,荣获“河北大学校级优秀学生奖学金一等”,public/img/stu/364/honour/364_f45601d0.jpeg,校级,Dec-17,2019/9/17 5:14
1209,391,黑龙江省三好学生,,public/img/stu/391/honour/391_17159fd5.jpeg,省市级,May-19,2019/9/17 5:15
1210,391,校三好学生,,public/img/stu/391/honour/391_250411c1.jpeg,校级,Dec-17,2019/9/17 5:16
1211,364,学生奖学金三等,荣获“河北大学校级优秀学生奖学金三等”,public/img/stu/364/honour/364_a30e773e.jpeg,校级,Dec-18,2019/9/17 5:17
1221,322,优秀营员,福建农林大学海峡联合研究院园艺植物生物学及代谢组学研究中心优秀学员,public/img/stu/322/honour/322_eb093e1f.jpeg,校级,Jul-19,2019/9/17 5:34
1222,211,书法比赛,河北大学三余书法社第39届新生杯书法比赛三等奖,public/img/stu/211/honour/211_ce6e8f71.jpeg,校级,Dec-16,2019/9/17 5:35
1225,211,优秀干事,河北大学KAB创业俱乐部优秀干事,public/img/stu/211/honour/211_629407c6.jpeg,校级,Jun-17,2019/9/17 5:40
1228,322,中科院优秀营员,中国科学院大学西双版纳热带植物园优秀营员,public/img/stu/322/honour/322_dc6cbca9.jpeg,其他,Aug-19,2019/9/17 5:41
1229,394,奖学金证书,2016年至2019年大一至大三学期，因专业成绩优异、名列前茅，共获得6次奖学金证书,public/img/stu/394/honour/394_38c9a4aa.jpeg,院级,Mar-17,2019/9/17 5:43
1232,211,优秀学生奖学金证书,大一学年,public/img/stu/211/honour/211_aa7adf31.jpeg,校级,Dec-17,2019/9/17 5:48
1234,394,优秀实习生,2018年7月至8月，参加中国工商银行保定分行下属支行暑期实习，从事信贷部门的信贷资格初级审查、档案整理等工作，因表现优异勤学好问、踏实肯干，获得“优秀实习生”荣誉称号。,public/img/stu/394/honour/394_55641f8a.jpeg,其他,Nov-18,2019/9/17 5:50
1238,404,奖学金,一等奖学金,public/img/stu/404/honour/404_b212a2e6.jpeg,校级,Oct-18,2019/9/17 6:19
1239,404,ERP沙盘模拟大赛,校ERP沙盘模拟大赛二等奖,public/img/stu/404/honour/404_32e4bd59.jpeg,院级,Mar-19,2019/9/17 6:23
1240,379,奖学金、校级荣誉称号,获校级二等奖学金四次，三等奖学金两次；校级2017年优秀学生，2018年学习标兵、优秀团员；2018年上合会议志愿者、2017年青岛西海岸夜间国际马拉松活动优秀志愿者；法苑报优秀部长，曾任法苑报副主编；先后于青岛大学教务处、崂山区政府法制办、崂山区检察院侦监科实习,public/img/stu/379/honour/379_b8bb82e6.jpeg,校级,Sep-16,2019/9/17 6:24
1241,404,优秀青年志愿者,优秀青年志愿者荣誉称号,public/img/stu/404/honour/404_b6f4b671.jpeg,校级,Jun-18,2019/9/17 6:25
1242,404,优秀实习生,工商银行优秀实习生,public/img/stu/404/honour/404_7e987156.jpeg,院级,Nov-18,2019/9/17 6:25
1243,372,2016至2017学年学习优,,,校级,Nov-17,2019/9/17 6:28
1244,372,2017至2018学年学习优,,,校级,Oct-18,2019/9/17 6:29
1245,372,2017至2018学年科学研,,,校级,Oct-18,2019/9/17 6:29
1246,399,天津市高校优秀学生,,,省市级,Oct-18,2019/9/17 6:31
1247,399,“外研社杯”全国英语,,,省市级,Nov-17,2019/9/17 6:32
1248,291,综合素质A级证书,荣获四川省“综合素质A级证书”,public/img/stu/291/honour/291_831b9029.jpeg,省市级,Jun-19,2019/9/17 6:40
1249,103,全国大学生英语竞赛,,public/img/stu/103/honour/103_3108eb63.jpeg,国家级,May-19,2019/9/17 6:43
1250,103,河南大学奖学金,,public/img/stu/103/honour/103_72575124.jpeg,校级,Nov-18,2019/9/17 6:44
1251,103,河南大学三好学生,,public/img/stu/103/honour/103_1d371574.jpeg,校级,Nov-18,2019/9/17 6:44
1252,291,创业培训合格证书,参加SYB课程学习并顺利结业,public/img/stu/291/honour/291_5f7d157b.jpeg,省市级,Oct-17,2019/9/17 6:47
1253,291,计算机二级证书,通过计算机二级等级考试,public/img/stu/291/honour/291_56291770.jpeg,国家级,Sep-18,2019/9/17 6:58
1254,291,健美操五级证书,通过健美操五级考试和,public/img/stu/291/honour/291_6e9ce847.jpeg,国家级,May-18,2019/9/17 7:03
1255,291,演讲比赛三等奖,参加我校“三新”演讲比赛获得三等奖,public/img/stu/291/honour/291_64c5a152.jpeg,校级,Jun-18,2019/9/17 7:05
1256,291,优秀志愿者,,public/img/stu/291/honour/291_f455963e.jpeg,院级,Nov-16,2019/9/17 7:05
1257,2,二等奖学金,2016-2017学年福建农林大学优秀学生二等奖学金,public/img/stu/2/honour/2_9c2452d5.jpeg,校级,Nov-17,2019/9/17 7:05
1258,291,创业时间奖,,public/img/stu/291/honour/291_0337f692.jpeg,院级,Nov-18,2019/9/17 7:07
1259,291,三好学生,,,院级,Sep-19,2019/9/17 7:07
1260,258,国家励志奖学金,2017-2018学年，学业成绩排名第四，综合成绩排名第八，获得“国家励志奖学金”,public/img/stu/258/honour/258_13a23d2f.jpeg,国家级,Nov-18,2019/9/17 7:08
1261,2,省“创青春”铜奖,2017-2018学年福建省“创青春”大学生创业大赛公益创业赛铜奖（第一负责人）,public/img/stu/2/honour/2_23693b35.jpeg,省市级,Sep-18,2019/9/17 7:08
1262,291,艺术特长奖,,public/img/stu/291/honour/291_352bef26.jpeg,院级,Oct-17,2019/9/17 7:08
1263,258,2017-2018学年河南大,,public/img/stu/258/honour/258_a260b5aa.jpeg,校级,Nov-18,2019/9/17 7:08
1264,300,全国能源经济大赛三等,利用光伏效应和压电效应将LED与公路系统结合，即能在极端天气有效指示交通，也能节省电力资源。获得第五届全国大学生能源经济学术创意大赛三等奖。,public/img/stu/300/honour/300_16d1c374.jpeg,国家级,Jul-19,2019/9/17 7:09
1265,291,科技创新奖,,,院级,Sep-19,2019/9/17 7:09
1266,258,2018年度河南大学优秀,,public/img/stu/258/honour/258_1dd8f1be.jpeg,校级,Apr-19,2019/9/17 7:09
1267,258,河南大学第二届“金棕,,public/img/stu/258/honour/258_4e891456.jpeg,校级,Sep-19,2019/9/17 7:09
1268,258,河南大学第一届“金棕,,public/img/stu/258/honour/258_71f4a147.jpeg,院级,May-18,2019/9/17 7:10
1269,300,国家奖学金,,public/img/stu/300/honour/300_025e5c81.jpeg,国家级,Nov-18,2019/9/17 7:10
1271,389,山西大学三好学生,,,校级,Jun-17,2019/9/17 7:10
1272,291,“优秀笔记评选”优秀,参加学校组织的“优秀笔记评选”活动获得优秀奖,public/img/stu/291/honour/291_afc96de3.jpeg,校级,Jun-17,2019/9/17 7:10
1273,2,福建省三创赛二等奖,2018-2019学年福建省大学生电子商务“创新、创意及创业”挑战赛二等奖（第一负责人）,public/img/stu/2/honour/2_e3b01b9d.jpeg,省市级,Jul-19,2019/9/17 7:11
1274,291,优秀明星干事,,public/img/stu/291/honour/291_8e6959a2.jpeg,院级,Dec-16,2019/9/17 7:11
1275,258,河南大学第三届“新生,,public/img/stu/258/honour/258_4baa1d2d.jpeg,校级,Oct-16,2019/9/17 7:11
1276,258,2019年第三届全国大学,,public/img/stu/258/honour/258_4600c9b6.jpeg,国家级,Dec-18,2019/9/17 7:12
1277,300,创新创业大赛二等奖,,public/img/stu/300/honour/300_17f2edc7.jpeg,校级,May-19,2019/9/17 7:12
1278,395,第24届“河南之星”设,,public/img/stu/395/honour/395_9c4c357b.jpeg,省市级,Jan-19,2019/9/17 7:12
1279,291,社会实践三等奖,参加学校招生处组织的“高中母校行”，团队获三等奖,public/img/stu/291/honour/291_6bb97792.jpeg,校级,Apr-17,2019/9/17 7:13
1281,258,悉尼大学学习结业证书,在2019年7月，入选河南大学“梦想计划”项目，全额资助在澳大利亚悉尼大学学习两周,public/img/stu/258/honour/258_a27abc14.jpeg,其他,Jul-19,2019/9/17 7:13
1284,2,高校商业精英挑战赛,2017-2018学年全国高校商业精英挑战赛“启课程杯”会计与商业管理案例竞赛三等奖（第四负责人）,public/img/stu/2/honour/2_da65cd3c.jpeg,国家级,May-18,2019/9/17 7:14
1285,258,开封市青年旅游志愿者,,public/img/stu/258/honour/258_5f92f753.jpeg,省市级,Oct-17,2019/9/17 7:14
1287,258,“创青春”河南省大学,,public/img/stu/258/honour/258_5c8fcffa.jpeg,校级,May-18,2019/9/17 7:15
1288,5,计算机二级,,public/img/stu/5/honour/5_c72f187d.jpeg,国家级,Mar-17,2019/9/17 7:15
1289,2,大学生英语竞赛获奖,2017-2018学年全国大学生英语竞赛（NECCS）C类三等奖,public/img/stu/2/honour/2_3b4712e6.png,国家级,May-18,2019/9/17 7:15
1290,389,国家励志奖学金,,,校级,Oct-17,2019/9/17 7:15
1291,5,“世纪之星”英语阅读,非专业组三等奖,public/img/stu/5/honour/5_37ecbe8c.jpeg,校级,Nov-17,2019/9/17 7:16
1292,258,2019郑开国际马拉松优,参加2019郑开国际马拉松志愿服务，负责接待运动员,public/img/stu/258/honour/258_70876492.jpeg,省市级,Mar-19,2019/9/17 7:16
1293,389,二等优秀学生奖学金,,,校级,Nov-17,2019/9/17 7:16
1295,300,创新创业训练项目立项,,public/img/stu/300/honour/300_08a5b6d9.jpeg,校级,May-19,2019/9/17 7:17
1296,5,金融科技创新能力大赛,“京津冀高校金融科技创新能力大赛暨全国大学生金融科技创新能力大赛京津冀地区选拔赛” 优秀团队奖,public/img/stu/5/honour/5_eb3bed4d.jpeg,省市级,Nov-18,2019/9/17 7:17
1297,363,中国大学生广告艺术节,平面类作品获得入围奖,public/img/stu/363/honour/363_8095efff.jpeg,国家级,Jun-19,2019/9/17 7:17
1298,258,互联网+志愿者,参加2019年第五届中国“互联网+”大学生创新创业大赛河南大学总决赛志愿服务，负责管理后台设备,public/img/stu/258/honour/258_a19aa8f6.jpeg,校级,May-19,2019/9/17 7:18
1300,2,全国林业创新创业大赛,2018-2019学年全国林业创新创业大赛优胜奖（第三负责人）,public/img/stu/2/honour/2_55a75707.jpeg,国家级,Nov-18,2019/9/17 7:18
1301,300,学术科技节二等奖,,public/img/stu/300/honour/300_63d7e000.jpeg,校级,May-19,2019/9/17 7:19
1302,258,移动互联网比赛志愿者,参加2019年全国移动互联网创新大赛河南赛区总决赛志愿服务，负责记录比赛分值，获得志愿者证书,public/img/stu/258/honour/258_8164f33b.jpeg,校级,Jun-19,2019/9/17 7:19
1303,5,证券从业资格证,科目一,public/img/stu/5/honour/5_dfb29f64.jpeg,国家级,Apr-18,2019/9/17 7:19
1304,363,大广赛,湖北赛区省级 F策划案类作品获得二等奖,public/img/stu/363/honour/363_77f9e1b0.jpeg,省市级,Jul-19,2019/9/17 7:19
1305,389,渊智杯优秀奖,创新创业大寨,,校级,May-18,2019/9/17 7:19
1306,5,期货从业资格证,,public/img/stu/5/honour/5_8718f88d.jpeg,国家级,Sep-18,2019/9/17 7:20
1307,363,第十一届大广赛湖北赛,省级 Bb微电影类作品获得优秀奖,public/img/stu/363/honour/363_c8c33f81.jpeg,省市级,Jul-19,2019/9/17 7:21
1308,395,2018“普译奖”全国大,,public/img/stu/395/honour/395_b3f17cea.jpeg,国家级,Nov-18,2019/9/17 7:22
1309,2,服创赛三等奖,2018-2019学年中国大学生服务外包创新创业大赛三等奖（第二负责人）,public/img/stu/2/honour/2_ca004065.png,国家级,May-19,2019/9/17 7:22
1310,395,俄罗斯喀山联邦大学与,,public/img/stu/395/honour/395_d50d2820.jpeg,校级,Dec-17,2019/9/17 7:22
1312,363,“金三峡杯”,大学生文化创意设计大赛 铜奖,public/img/stu/363/honour/363_437db356.jpeg,其他,Apr-19,2019/9/17 7:24
1315,395,2018国家励志奖学金,,public/img/stu/395/honour/395_14b1ba73.jpeg,国家级,Nov-18,2019/9/17 7:27
1316,300,一等奖学金,,public/img/stu/300/honour/300_fded33a5.jpeg,校级,Dec-17,2019/9/17 7:27
1318,395,2018河南大学奖学金,,public/img/stu/395/honour/395_dee74f9d.jpeg,校级,Nov-18,2019/9/17 7:29
1319,300,夏令营结营证书,,public/img/stu/300/honour/300_11d6022f.jpeg,院级,Jul-19,2019/9/17 7:29
1320,363,互联网+创新创业大赛,三峡大学第四届“互联网+”大学生创新创业大赛 获得二等奖,public/img/stu/363/honour/363_02c08c67.jpeg,校级,Aug-19,2019/9/17 7:29
1321,395,2018河南大学三好学生,,public/img/stu/395/honour/395_3a82afcb.jpeg,校级,Nov-18,2019/9/17 7:30
1322,395,2017国家励志奖学金,,public/img/stu/395/honour/395_408f0c0c.jpeg,国家级,Nov-17,2019/9/17 7:31
1323,363,年度国家励志奖学金,2016-2017年度,public/img/stu/363/honour/363_83369881.jpeg,校级,Dec-17,2019/9/17 7:31
1324,395,2017河南大学三好学生,,public/img/stu/395/honour/395_d6f8192f.jpeg,校级,Nov-17,2019/9/17 7:31
1325,395,2017年度先进个人称号,,public/img/stu/395/honour/395_fbfcd4c0.jpeg,院级,Sep-17,2019/9/17 7:32
1326,395,全国计算机等级考试二,,public/img/stu/395/honour/395_9b479942.jpeg,国家级,Sep-17,2019/9/17 7:33
1327,5,高中数学教师资格证,成绩合格证明,public/img/stu/5/honour/5_6f971259.jpeg,国家级,May-18,2019/9/17 7:33
1329,363,国家励志奖学金,2017-2018年度,public/img/stu/363/honour/363_a0a8ae63.jpeg,校级,Dec-18,2019/9/17 7:33
1330,395,计算机办公人才高级,,public/img/stu/395/honour/395_f1002cf3.jpeg,国家级,Jan-17,2019/9/17 7:34
1331,363,学校奖学金,2016-2017年度 二等奖学金,public/img/stu/363/honour/363_31bc46de.jpeg,校级,Nov-17,2019/9/17 7:35
1332,395,普通话水平测试二级甲,,public/img/stu/395/honour/395_2c564d87.jpeg,国家级,Nov-17,2019/9/17 7:35
1334,2,软件著作权,软件著作权成果《基于区块链分布式记账的财务管理系统》,public/img/stu/2/honour/2_cbca280b.jpeg,其他,May-19,2019/9/17 7:36
1335,395,创文同行优秀志愿者,,public/img/stu/395/honour/395_d05c8580.jpeg,省市级,Sep-17,2019/9/17 7:37
1336,363,奖学金,2017-2018年度 二等奖学金  三好学生表彰,public/img/stu/363/honour/363_4294b695.jpeg,校级,Nov-18,2019/9/17 7:37
1337,395,学生会办公室主任聘书,,public/img/stu/395/honour/395_6e183b6e.jpeg,院级,Jun-18,2019/9/17 7:38
1340,395,环校跑挑战赛二等奖,,public/img/stu/395/honour/395_5f455548.jpeg,校级,Oct-16,2019/9/17 7:38
1341,395,秋季运动会优秀志愿者,,public/img/stu/395/honour/395_814bb61c.jpeg,院级,Oct-17,2019/9/17 7:39
1350,361,三创赛国家二等奖,“Happy Forever”通过构建用户生态圈，建立平台、家庭、朋友三位一体的交互式情绪调节系统，致力于解决高压人群即时情绪识别和情绪调节的问题。目前团队开发的交互式情绪调节系统可以实现情绪识别和部分情绪调节功能。,public/img/stu/361/honour/361_ae1a0e7c.jpeg,国家级,Sep-19,2019/9/17 7:56
1351,406,TEM4成绩良好,,public/img/stu/406/honour/406_753a6bc5.jpeg,国家级,Apr-18,2019/9/17 8:11
1352,406,校笔译大赛一等奖,,public/img/stu/406/honour/406_9c390b95.jpeg,校级,Sep-19,2019/9/17 8:15
1353,406,校阅读大赛,,public/img/stu/406/honour/406_acb47611.jpeg,校级,Sep-19,2019/9/17 8:16
1355,406,校听力大赛,,public/img/stu/406/honour/406_2b2c4935.jpeg,校级,Sep-19,2019/9/17 8:16
1356,406,校二等奖学金,,public/img/stu/406/honour/406_497a12bc.jpeg,校级,Sep-16,2019/9/17 8:18
1357,52,5分钟科研英文演讲,2018年“中国大学生5分钟科研英语演讲”全国决赛本科生组一等奖，以“树木的种类选择和配置方式对园林光影设计的影响研究”为主题。,public/img/stu/52/honour/52_30f0d6ae.png,国家级,Jan-19,2019/9/17 8:19
1358,406,三等奖学金,,,校级,Sep-17,2019/9/17 8:19
1360,406,校三等奖学金,,public/img/stu/406/honour/406_f29803ad.jpeg,校级,Dec-17,2019/9/17 8:20
1361,52,省“互联网+“竞赛,第四届河北省 “互联网+”大学生创新创业大赛决赛铜奖,public/img/stu/52/honour/52_e3c7029f.jpeg,省市级,Jul-18,2019/9/17 8:20
1362,406,校单项奖学金,,public/img/stu/406/honour/406_79548de2.jpeg,校级,Sep-18,2019/9/17 8:21
1363,406,校优秀团员,,public/img/stu/406/honour/406_1c5bdb6a.jpeg,校级,Sep-16,2019/9/17 8:22
1365,406,校千优百佳优秀团员,,public/img/stu/406/honour/406_97688400.jpeg,校级,Sep-17,2019/9/17 8:22
1369,406,普通话水平测试,一级乙等,public/img/stu/406/honour/406_3bcb61dd.jpeg,国家级,May-18,2019/9/17 8:25
1372,406,全国计算机二级,C语言 合格,public/img/stu/406/honour/406_f1c2ceb4.jpeg,国家级,Mar-18,2019/9/17 8:26
1378,52,省级外语演讲大赛,河北省高校第十八届“世纪之星”外语演讲大赛非专业组三等奖,public/img/stu/52/honour/52_40d074dd.png,省市级,Nov-17,2019/9/17 8:41
1380,52,“全球语通”英语听说,2016届“全球语通”百万新生英语听说大赛全国网络听说决赛,public/img/stu/52/honour/52_980a7ca9.png,国家级,Nov-16,2019/9/17 8:43
1382,52,校级英语演讲比赛,2018年河北农业大学英语演讲比赛二等奖,public/img/stu/52/honour/52_17344db6.png,校级,Jun-18,2019/9/17 8:45
1384,52,校级英文演讲比赛,2017年河北农业大学英语演讲比赛一等奖,public/img/stu/52/honour/52_747f5e61.png,校级,Oct-17,2019/9/17 8:49
1385,52,园林绿化快速设计大赛,园林绿化快速设计大赛三等奖,public/img/stu/52/honour/52_01d8337b.png,院级,Jun-19,2019/9/17 8:51
1386,52,“微缩景观”设计大赛,“微缩景观”设计及建造大赛优秀奖,public/img/stu/52/honour/52_f342432e.png,院级,Mar-18,2019/9/17 8:52
1387,392,体育摄影二等奖,2018年南京农业大学体育文化展暨摄影比赛 二等奖,public/img/stu/392/honour/392_74a695f2.jpeg,校级,Jun-18,2019/9/17 9:01
1389,270,2019年玄武设计营,2019年玄武设计营优秀营员，东南大学举办。,,其他,Sep-19,2019/9/17 9:02
1390,392,军训板报比赛二等奖,2016年南京农业大学本科生军训板报比赛二等奖,public/img/stu/392/honour/392_1294cb0c.jpeg,校级,Sep-16,2019/9/17 9:03
1391,414,华中农业大学优秀营员,,public/img/stu/414/honour/414_aae9d641.jpeg,校级,Jul-19,2019/9/17 9:03
1392,415,河北大学三好学生,,public/img/stu/415/honour/415_2d76ae42.jpeg,校级,Dec-17,2019/9/17 9:04
1393,392,情景剧大赛团体三等奖,2018年 园艺院《找到真正的自己》在“生命之美，你我共绘”心理情景剧大赛中获得团体三等奖,public/img/stu/392/honour/392_2c7651e7.jpeg,校级,May-18,2019/9/17 9:04
1394,415,河北大学优秀共青团员,,public/img/stu/415/honour/415_c02c4607.jpeg,校级,May-17,2019/9/17 9:05
1395,392,志愿服务大赛二等奖,2019年 “守护心绿，‘老’有所依”古树名木保护计划获南京农业大学第四届志愿服务大赛 团体二等奖,public/img/stu/392/honour/392_26bbb6d7.jpeg,校级,May-19,2019/9/17 9:06
1396,415,河北大学奖学金一等奖,,public/img/stu/415/honour/415_195adc88.jpeg,校级,Dec-17,2019/9/17 9:07
1397,414,新道杯会计信息化技能,第十二届新道杯全国大学生会计信息化大赛省级二等奖,public/img/stu/414/honour/414_2e034897.jpeg,省市级,Dec-18,2019/9/17 9:08
1398,392,参与省级SRT项目合格,参与江苏省省级创新创业训练计划项目“江苏省古树名木时空分布与文化价值研究”,public/img/stu/392/honour/392_fc505942.jpeg,校级,Jun-19,2019/9/17 9:09
1399,263,二等奖学金,2016-2017学年第一学期二等奖学金,public/img/stu/263/honour/263_9e907fb7.jpeg,校级,Mar-17,2019/9/17 9:09
1400,392,社会实践先进个人,2018年南京农业大学大学生志愿者暑期“三下乡”社会实践活动先进个人,public/img/stu/392/honour/392_68258c25.jpeg,校级,Dec-18,2019/9/17 9:10
1401,392,校优秀共青团员,2018年度 南京农业大学 优秀共青团员,public/img/stu/392/honour/392_3b0f9710.jpeg,校级,May-19,2019/9/17 9:11
1402,414,河北农业大学三好学生,,public/img/stu/414/honour/414_66a84097.jpeg,校级,Dec-17,2019/9/17 9:11
1403,392,院优秀共青团干,2017年度 南京农业大学园艺学院 优秀共青团干,public/img/stu/392/honour/392_d2d8fb03.jpeg,院级,May-18,2019/9/17 9:11
1404,387,国家励志奖学金,,,省市级,Sep-17,2019/9/17 9:12
1405,263,优秀学生干部,2016-2017学年河北经贸大学优秀学生干部,public/img/stu/263/honour/263_54fb4cd7.png,校级,Oct-17,2019/9/17 9:13
1406,387,校级综合一等奖,,,校级,Sep-17,2019/9/17 9:13
1407,414,河北农业大学一等奖学,,public/img/stu/414/honour/414_71b21b05.jpeg,校级,Dec-17,2019/9/17 9:13
1408,263,奖学金,2016-2017学年第二学期二等奖学金,public/img/stu/263/honour/263_3ec18421.png,校级,Oct-17,2019/9/17 9:15
1409,281,发明创新大赛入围奖,第13届北京发明创新大赛入围奖,public/img/stu/281/honour/281_086a920f.jpeg,省市级,Jun-19,2019/9/17 9:15
1410,414,河北农业大学优秀共青,连续三年获得,public/img/stu/414/honour/414_91ba4fa7.jpeg,校级,May-18,2019/9/17 9:16
1411,392,“挑战杯”优秀志愿者,第十六届“瑞华杯”江苏省大学生课外学术科技作品竞赛暨“挑战杯”全国竞赛江苏省选拔赛 “优秀志愿者”,public/img/stu/392/honour/392_81e495d9.jpeg,校级,May-19,2019/9/17 9:17
1412,387,征文大赛二等奖,“书香校园”,,校级,Jun-17,2019/9/17 9:17
1413,387,心理手语操优秀奖,,,校级,May-17,2019/9/17 9:18
